------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=16&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '16', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=16&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Idaho by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Clearwater County(7,8)",16035,Yes,39.4 ,26, 59.3,6,stable,-0.4 ,-4.3, 3.7
"Canyon County(7,8)",16027,Yes,38.8 ,34.9, 43,76,falling,-2.4 ,-3.7, -1.1
"Kootenai County(7,8)",16055,Yes,38.5 ,34.4, 42.9,70,falling,-1.9 ,-2.9, -0.9
"Boundary County(7)",16021,Yes,36.9 ,24.5, 54.1,6,*,*,*,*
"Madison County(7,8)",16065,Yes,36.7 ,25.4, 51,7,stable,-0.7 ,-6.1, 5.1
"Jefferson County(7,8)",16051,Yes,36.2 ,25.9, 49,9,stable,-0.9 ,-5.2, 3.7
"Bonneville County(7,8)",16019,Yes,35.2 ,30.3, 40.8,37,stable,-1.4 ,-2.9, 0.1
"Twin Falls County(7,8)",16083,Yes,34.9 ,29.6, 40.8,32,falling,-1.8 ,-3.4, -0.2
"Gooding County(7,8)",16047,Yes,34.9 ,23.8, 49.5,7,stable,-0.9 ,-4.6, 2.9
"Bear Lake County(7,8)",16007,Yes,34.8 ,19.8, 58.8,3,stable,-2.4 ,-7.1, 2.5
"Boise County(7,8)",16015,Yes,34.1 ,17.6, 61.4,3,stable,-2.3 ,-10.3, 6.4
"Ada County(7,8)",16001,Yes,33.7 ,31.2, 36.3,145,falling,-2.6 ,-3.4, -1.7
"Nez Perce County(7,8)",16069,Yes,32.1 ,25.6, 39.9,18,falling,-4.3 ,-6.2, -2.3
"Minidoka County(7,8)",16067,Yes,31.6 ,22.1, 43.9,8,falling,-4.1 ,-7.2, -1.0
"Valley County(7,8)",16085,Yes,31.6 ,18.5, 51.1,4,stable,27.1 ,-10.2, 79.9
"Idaho County(7,8)",16049,Yes,31.3 ,22.4, 43.4,9,stable,-1.6 ,-5.3, 2.2
"Bannock County(7,8)",16005,Yes,29.6 ,24.5, 35.5,25,stable,-2.0 ,-4.3, 0.3
"Latah County(7,8)",16057,Yes,26.9 ,19.5, 36.2,9,stable,-2.0 ,-6.2, 2.5
"Jerome County(7,8)",16053,Yes,26 ,17.3, 37.5,6,falling,-5.7 ,-10.0, -1.1
"Cassia County(7,8)",16031,Yes,23.2 ,15.4, 33.8,6,stable,-3.9 ,-7.7, 0.1
"Blaine County(7,8)",16013,Yes,19.5 ,12.6, 29.2,5,falling,-6.8 ,-11.6, -1.7
"Adams County(7)",16003,***,* ,*, *,3 or fewer,*,*,*,*
"Butte County(7)",16023,***,* ,*, *,3 or fewer,*,*,*,*
"Camas County(7)",16025,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County(7)",16033,***,* ,*, *,3 or fewer,*,*,*,*
"Custer County(7)",16037,***,* ,*, *,3 or fewer,*,*,*,*
"Lewis County(7)",16061,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County(7)",16063,***,* ,*, *,3 or fewer,*,*,*,*
"Oneida County(7)",16071,***,* ,*, *,3 or fewer,*,*,*,*
"Power County(7,8)",16077,***,* ,*, *,3 or fewer,*,*,*,*
"Teton County(7)",16081,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
7 Source: SEER November 2018 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2017 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2018 data. "

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
