------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=48&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=48&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Texas by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Bee County(6)",48025,Yes,39.2 ,25.9, 57.1,6,41.4
"Hopkins County(6)",48223,Yes,39.1 ,27.7, 53.9,8,35.7
"Williamson County(6)",48491,Yes,39 ,35.6, 42.7,98,29.8
"Maverick County(6)",48323,Yes,38.9 ,29.1, 50.9,11,38.6
"Guadalupe County(6)",48187,Yes,38.8 ,32.8, 45.6,31,32.7
"Deaf Smith County(6)",48117,Yes,38.7 ,22.2, 62.3,3,48.6
"Grayson County(6)",48181,Yes,38.6 ,32.5, 45.7,31,32.3
"Cherokee County(6)",48073,Yes,38.5 ,28.6, 50.7,11,34.0
"Montague County(6)",48337,Yes,38.5 ,24.4, 58.4,5,44.8
"Gregg County(6)",48183,Yes,38.1 ,31.7, 45.3,27,29.4
"Anderson County(6)",48001,Yes,38 ,28, 50.6,10,32.7
"Webb County(6)",48479,Yes,38 ,33, 43.4,43,38.7
"Lubbock County(6)",48303,Yes,37.9 ,33.5, 42.8,55,35.5
"San Patricio County(6)",48409,Yes,37.9 ,29.5, 48,14,32.7
"Fort Bend County(6)",48157,Yes,37.6 ,34.6, 40.7,132,32.9
"Harris County(6)",48201,Yes,37.5 ,36.3, 38.7,800,33.8
"Denton County(6)",48121,Yes,37.5 ,34.6, 40.5,137,30.5
"Travis County(6)",48453,Yes,37.3 ,34.9, 39.7,196,31.6
"Midland County(6)",48329,Yes,37.2 ,31.2, 44,28,33.6
"Bexar County(6)",48029,Yes,37.1 ,35.3, 38.9,353,33.5
"Henderson County(6)",48213,Yes,37 ,29.9, 45.3,21,34.5
"Jefferson County(6)",48245,Yes,36.9 ,32.4, 41.8,52,35.5
"Trinity County(6)",48455,Yes,36.9 ,20.4, 62,4,32.8
"Randall County(6)",48381,Yes,36.9 ,30.7, 43.9,27,31.1
"Erath County(6)",48143,Yes,36.7 ,25.5, 51.1,7,29.1
"Brazos County(6)",48041,Yes,36.2 ,30.4, 42.7,29,34.0
"Eastland County(6)",48133,Yes,36.2 ,21.7, 57.2,5,38.3
"Potter County(6)",48375,Yes,36 ,29.5, 43.5,22,35.8
"Wichita County(6)",48485,Yes,36 ,29.8, 43.1,26,30.8
"Titus County(6)",48449,Yes,35.9 ,24.2, 51.4,6,42.5
"Gillespie County(6)",48171,Yes,35.7 ,23.8, 52.1,7,31.4
"Aransas County(6)",48007,Yes,35.7 ,23.1, 53.2,7,28.0
"Smith County(6)",48423,Yes,35.6 ,31.1, 40.7,47,30.8
"Falls County(6)",48145,Yes,35.3 ,20.9, 56.2,4,32.8
"Collin County(6)",48085,Yes,35.1 ,32.7, 37.7,164,28.9
"Cass County(6)",48067,Yes,35.1 ,23.9, 49.9,7,27.9
"San Jacinto County(6)",48407,Yes,34.9 ,23.5, 50.3,7,40.2
"Lavaca County(6)",48285,Yes,34.4 ,21.4, 53.2,5,32.5
"Tyler County(6)",48457,Yes,33.9 ,20.6, 53.3,5,47.1
"Medina County(6)",48325,Yes,33.9 ,24.6, 45.7,9,33.8
"Hidalgo County(6)",48215,Yes,33.7 ,31.1, 36.4,125,37.3
"Hunt County(6)",48231,Yes,33.6 ,26.9, 41.4,19,34.2
"Bowie County(6)",48037,Yes,33.5 ,26.8, 41.4,19,31.4
"Polk County(6)",48373,Yes,33.4 ,24.1, 45.4,10,22.2
"Washington County(6)",48477,Yes,33 ,23, 46.2,8,34.5
"Montgomery County(6)",48339,Yes,33 ,30, 36.2,94,29.0
"Cameron County(6)",48061,Yes,32.9 ,29.4, 36.6,68,33.2
"Waller County(6)",48473,Yes,32.5 ,22.6, 45.2,7,31.9
"Val Verde County(6)",48465,Yes,32.4 ,23.1, 44.2,8,36.9
"Van Zandt County(6)",48467,Yes,32.4 ,23.9, 43,11,30.1
"Brazoria County(6)",48039,Yes,32.1 ,28.4, 36.2,56,29.1
"Jim Wells County(6)",48249,Yes,32.1 ,22.5, 44.5,8,29.0
"Kerr County(6)",48265,Yes,31.9 ,23.7, 42.4,13,30.0
"Coryell County(6)",48099,Yes,31.8 ,24, 41.2,11,30.8
"Kendall County(6)",48259,Yes,31.7 ,22.3, 44.1,8,25.0
"Liberty County(6)",48291,Yes,31.6 ,24.5, 40.2,14,33.3
"Starr County(6)",48427,Yes,31.2 ,22.6, 41.8,9,29.9
"Shelby County(6)",48419,Yes,30.9 ,19.2, 47.3,5,32.4
"Brown County(6)",48049,Yes,30.9 ,21.6, 43.2,8,31.0
"Chambers County(6)",48071,Yes,30.7 ,20.2, 44.5,6,26.1
"Kleberg County(6)",48273,Yes,30.7 ,19.3, 46.3,5,26.7
"Austin County(6)",48015,Yes,30.6 ,20.3, 44.7,6,29.1
"Palo Pinto County(6)",48363,Yes,30.4 ,19.7, 45.2,6,28.3
"Wilson County(6)",48493,Yes,30.3 ,21.7, 41.3,9,35.2
"Burnet County(6)",48053,Yes,29.5 ,21.5, 39.9,10,30.7
"Cooke County(6)",48097,Yes,29.5 ,20.6, 41.2,8,32.5
"Hockley County(6)",48219,Yes,29.3 ,17.4, 46.3,4,30.2
"Nueces County(6)",48355,Yes,29.2 ,25.9, 32.9,58,27.6
"Caldwell County(6)",48055,Yes,29.1 ,19.7, 41.6,6,30.8
"Upshur County(6)",48459,Yes,29 ,20.3, 40.6,8,26.2
"Angelina County(6)",48005,Yes,28.9 ,22.6, 36.6,15,29.1
"Galveston County(6)",48167,Yes,28.8 ,25.3, 32.6,53,25.8
"Atascosa County(6)",48013,Yes,28.6 ,19.9, 39.8,7,30.6
"Gonzales County(6)",48177,Yes,28.4 ,16.6, 45.9,4,29.5
"Bosque County(6)",48035,Yes,27.9 ,15.4, 47,4,27.3
"DeWitt County(6)",48123,Yes,27.5 ,15.5, 45.5,4,24.3
"Willacy County(6)",48489,Yes,27.3 ,15.3, 45.2,3,40.0
"Howard County(6)",48227,Yes,26.4 ,16.7, 39.7,5,27.6
"Llano County(6)",48299,Yes,26.2 ,14.4, 45.2,4,25.0
"Young County(6)",48503,Yes,25.8 ,15.2, 42.1,4,34.6
"Gray County(6)",48179,Yes,24.3 ,13.4, 40.7,3,23.2
"Nacogdoches County(6)",48347,Yes,22.7 ,16.2, 31,8,26.3
"Bandera County(6)",48019,Yes,20.1 ,11.6, 34.2,4,26.8
"Andrews County(6)",48003,Yes,* ,*, *,3 or fewer,*
"Archer County(6)",48009,Yes,* ,*, *,3 or fewer,*
"Armstrong County(6)",48011,Yes,* ,*, *,3 or fewer,*
"Bailey County(6)",48017,Yes,* ,*, *,3 or fewer,*
"Baylor County(6)",48023,Yes,* ,*, *,3 or fewer,*
"Blanco County(6)",48031,Yes,* ,*, *,3 or fewer,*
"Borden County(6)",48033,Yes,* ,*, *,3 or fewer,*
"Brewster County(6)",48043,Yes,* ,*, *,3 or fewer,*
"Briscoe County(6)",48045,Yes,* ,*, *,3 or fewer,*
"Brooks County(6)",48047,Yes,* ,*, *,3 or fewer,*
"Callahan County(6)",48059,Yes,* ,*, *,3 or fewer,*
"Camp County(6)",48063,Yes,* ,*, *,3 or fewer,*
"Carson County(6)",48065,Yes,* ,*, *,3 or fewer,*
"Castro County(6)",48069,Yes,* ,*, *,3 or fewer,*
"Childress County(6)",48075,Yes,* ,*, *,3 or fewer,*
"Cochran County(6)",48079,Yes,* ,*, *,3 or fewer,*
"Coke County(6)",48081,Yes,* ,*, *,3 or fewer,*
"Coleman County(6)",48083,Yes,* ,*, *,3 or fewer,*
"Collingsworth County(6)",48087,Yes,* ,*, *,3 or fewer,*
"Comanche County(6)",48093,Yes,* ,*, *,3 or fewer,*
"Concho County(6)",48095,Yes,* ,*, *,3 or fewer,*
"Cottle County(6)",48101,Yes,* ,*, *,3 or fewer,*
"Crane County(6)",48103,Yes,* ,*, *,3 or fewer,*
"Crockett County(6)",48105,Yes,* ,*, *,3 or fewer,*
"Crosby County(6)",48107,Yes,* ,*, *,3 or fewer,*
"Culberson County(6)",48109,Yes,* ,*, *,3 or fewer,*
"Dallam County(6)",48111,Yes,* ,*, *,3 or fewer,*
"Dawson County(6)",48115,Yes,* ,*, *,3 or fewer,*
"Delta County(6)",48119,Yes,* ,*, *,3 or fewer,*
"Dickens County(6)",48125,Yes,* ,*, *,3 or fewer,*
"Dimmit County(6)",48127,Yes,* ,*, *,3 or fewer,*
"Donley County(6)",48129,Yes,* ,*, *,3 or fewer,*
"Duval County(6)",48131,Yes,* ,*, *,3 or fewer,*
"Edwards County(6)",48137,Yes,* ,*, *,3 or fewer,*
"Fisher County(6)",48151,Yes,* ,*, *,3 or fewer,*
"Floyd County(6)",48153,Yes,* ,*, *,3 or fewer,*
"Foard County(6)",48155,Yes,* ,*, *,3 or fewer,*
"Franklin County(6)",48159,Yes,* ,*, *,3 or fewer,*
"Frio County(6)",48163,Yes,* ,*, *,3 or fewer,*
"Gaines County(6)",48165,Yes,* ,*, *,3 or fewer,*
"Garza County(6)",48169,Yes,* ,*, *,3 or fewer,*
"Glasscock County(6)",48173,Yes,* ,*, *,3 or fewer,*
"Hall County(6)",48191,Yes,* ,*, *,3 or fewer,*
"Hamilton County(6)",48193,Yes,* ,*, *,3 or fewer,*
"Hansford County(6)",48195,Yes,* ,*, *,3 or fewer,*
"Hardeman County(6)",48197,Yes,* ,*, *,3 or fewer,*
"Hartley County(6)",48205,Yes,* ,*, *,3 or fewer,*
"Haskell County(6)",48207,Yes,* ,*, *,3 or fewer,*
"Hemphill County(6)",48211,Yes,* ,*, *,3 or fewer,*
"Hudspeth County(6)",48229,Yes,* ,*, *,3 or fewer,*
"Irion County(6)",48235,Yes,* ,*, *,3 or fewer,*
"Jack County(6)",48237,Yes,* ,*, *,3 or fewer,*
"Jackson County(6)",48239,Yes,* ,*, *,3 or fewer,*
"Jeff Davis County(6)",48243,Yes,* ,*, *,3 or fewer,*
"Jim Hogg County(6)",48247,Yes,* ,*, *,3 or fewer,*
"Kenedy County(6)",48261,Yes,* ,*, *,3 or fewer,*
"Kent County(6)",48263,Yes,* ,*, *,3 or fewer,*
"Kimble County(6)",48267,Yes,* ,*, *,3 or fewer,*
"King County(6)",48269,Yes,* ,*, *,3 or fewer,*
"Kinney County(6)",48271,Yes,* ,*, *,3 or fewer,*
"Knox County(6)",48275,Yes,* ,*, *,3 or fewer,*
"La Salle County(6)",48283,Yes,* ,*, *,3 or fewer,*
"Lee County(6)",48287,Yes,* ,*, *,3 or fewer,*
"Lipscomb County(6)",48295,Yes,* ,*, *,3 or fewer,*
"Live Oak County(6)",48297,Yes,* ,*, *,3 or fewer,*
"Loving County(6)",48301,Yes,* ,*, *,3 or fewer,*
"Lynn County(6)",48305,Yes,* ,*, *,3 or fewer,*
"Madison County(6)",48313,Yes,* ,*, *,3 or fewer,*
"Marion County(6)",48315,Yes,* ,*, *,3 or fewer,*
"Martin County(6)",48317,Yes,* ,*, *,3 or fewer,*
"Mason County(6)",48319,Yes,* ,*, *,3 or fewer,*
"McCulloch County(6)",48307,Yes,* ,*, *,3 or fewer,*
"McMullen County(6)",48311,Yes,* ,*, *,3 or fewer,*
"Menard County(6)",48327,Yes,* ,*, *,3 or fewer,*
"Mills County(6)",48333,Yes,* ,*, *,3 or fewer,*
"Mitchell County(6)",48335,Yes,* ,*, *,3 or fewer,*
"Moore County(6)",48341,Yes,* ,*, *,3 or fewer,*
"Motley County(6)",48345,Yes,* ,*, *,3 or fewer,*
"Newton County(6)",48351,Yes,* ,*, *,3 or fewer,*
"Nolan County(6)",48353,Yes,* ,*, *,3 or fewer,*
"Ochiltree County(6)",48357,Yes,* ,*, *,3 or fewer,*
"Oldham County(6)",48359,Yes,* ,*, *,3 or fewer,*
"Panola County(6)",48365,Yes,* ,*, *,3 or fewer,*
"Parmer County(6)",48369,Yes,* ,*, *,3 or fewer,*
"Presidio County(6)",48377,Yes,* ,*, *,3 or fewer,*
"Rains County(6)",48379,Yes,* ,*, *,3 or fewer,*
"Reagan County(6)",48383,Yes,* ,*, *,3 or fewer,*
"Real County(6)",48385,Yes,* ,*, *,3 or fewer,*
"Reeves County(6)",48389,Yes,* ,*, *,3 or fewer,*
"Refugio County(6)",48391,Yes,* ,*, *,3 or fewer,*
"Roberts County(6)",48393,Yes,* ,*, *,3 or fewer,*
"Robertson County(6)",48395,Yes,* ,*, *,3 or fewer,*
"Runnels County(6)",48399,Yes,* ,*, *,3 or fewer,*
"Sabine County(6)",48403,Yes,* ,*, *,3 or fewer,*
"San Saba County(6)",48411,Yes,* ,*, *,3 or fewer,*
"Schleicher County(6)",48413,Yes,* ,*, *,3 or fewer,*
"Shackelford County(6)",48417,Yes,* ,*, *,3 or fewer,*
"Sherman County(6)",48421,Yes,* ,*, *,3 or fewer,*
"Somervell County(6)",48425,Yes,* ,*, *,3 or fewer,*
"Stephens County(6)",48429,Yes,* ,*, *,3 or fewer,*
"Sterling County(6)",48431,Yes,* ,*, *,3 or fewer,*
"Stonewall County(6)",48433,Yes,* ,*, *,3 or fewer,*
"Sutton County(6)",48435,Yes,* ,*, *,3 or fewer,*
"Swisher County(6)",48437,Yes,* ,*, *,3 or fewer,*
"Terrell County(6)",48443,Yes,* ,*, *,3 or fewer,*
"Terry County(6)",48445,Yes,* ,*, *,3 or fewer,*
"Throckmorton County(6)",48447,Yes,* ,*, *,3 or fewer,*
"Upton County(6)",48461,Yes,* ,*, *,3 or fewer,*
"Wheeler County(6)",48483,Yes,* ,*, *,3 or fewer,*
"Winkler County(6)",48495,Yes,* ,*, *,3 or fewer,*
"Yoakum County(6)",48501,Yes,* ,*, *,3 or fewer,*
"Zapata County(6)",48505,Yes,* ,*, *,3 or fewer,*
"Zavala County(6)",48507,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
