------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Washington County",28151,31.5,15110,"732 of 3141"
"Attala County",28007,31.5,5903,"744 of 3141"
"Sunflower County",28133,31.6,8497,"763 of 3141"
"Montgomery County",28097,31.7,3271,"815 of 3141"
"Wayne County",28153,31.8,6512,"844 of 3141"
"Issaquena County",28055,31.9,413,"862 of 3141"
"Noxubee County",28103,31.9,3488,"867 of 3141"
"Lauderdale County",28075,31.9,24956,"875 of 3141"
"Lincoln County",28085,32.0,11043,"897 of 3141"
"Prentiss County",28117,32.0,8126,"910 of 3141"
"Pontotoc County",28115,32.1,9960,"921 of 3141"
"Clay County",28025,32.1,6417,"943 of 3141"
"Lee County",28081,32.1,27257,"963 of 3141"
"Walthall County",28147,32.1,4716,"971 of 3141"
"Jasper County",28061,32.2,5326,"982 of 3141"
"Rankin County",28121,32.2,48208,"995 of 3141"
"Smith County",28129,32.3,5203,"1025 of 3141"
"Monroe County",28095,32.4,11658,"1085 of 3141"
"Stone County",28131,32.5,5844,"1114 of 3141"
"Tate County",28137,32.5,9211,"1118 of 3141"
"Quitman County",28119,32.6,2455,"1136 of 3141"
"Alcorn County",28003,32.6,12140,"1151 of 3141"
"Tippah County",28139,32.7,7199,"1205 of 3141"
"Simpson County",28127,32.8,8932,"1247 of 3141"
"Webster County",28155,32.9,3243,"1273 of 3141"
"Warren County",28149,32.9,15625,"1283 of 3141"
"Marion County",28091,33.0,8416,"1360 of 3141"
"Itawamba County",28057,33.1,7765,"1393 of 3141"
"Adams County",28001,33.1,10465,"1399 of 3141"
"Clarke County",28023,33.2,5334,"1407 of 3141"
"DeSoto County",28033,33.2,57460,"1411 of 3141"
"Sharkey County",28125,33.2,1536,"1414 of 3141"
"Madison County",28089,33.3,34053,"1480 of 3141"
"Calhoun County",28013,33.3,4871,"1485 of 3141"
"Tishomingo County",28141,33.4,6504,"1527 of 3141"
"Panola County",28107,33.4,11431,"1528 of 3141"
"Perry County",28111,33.4,4025,"1537 of 3141"
"Winston County",28159,33.5,6192,"1592 of 3141"
"Grenada County",28043,33.6,7185,"1641 of 3141"
"Jackson County",28059,33.6,47494,"1643 of 3141"
"Benton County",28009,33.7,2799,"1706 of 3141"
"Lawrence County",28077,33.7,4271,"1721 of 3141"
"Jefferson Davis County",28065,33.8,3936,"1769 of 3141"
"Pearl River County",28109,34.1,18773,"1923 of 3141"
"Franklin County",28037,34.1,2652,"1931 of 3141"
"Marshall County",28093,34.2,12305,"1970 of 3141"
"Choctaw County",28019,34.3,2866,"2004 of 3141"
"Yalobusha County",28161,34.3,4261,"2009 of 3141"
"Kemper County",28069,34.5,3476,"2115 of 3141"
"Hancock County",28045,34.7,16081,"2233 of 3141"
"Amite County",28005,34.8,4379,"2287 of 3141"
"Carroll County",28015,35.5,3624,"2529 of 3141"
"Greene County",28041,36.0,4972,"2714 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
