------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Noxubee County",28103,27.4,2993,"2074 of 3141"
"Warren County",28149,27.4,13009,"2081 of 3141"
"Lincoln County",28085,27.6,9546,"2142 of 3141"
"Prentiss County",28117,27.8,7047,"2170 of 3141"
"Jackson County",28059,27.8,39351,"2184 of 3141"
"Newton County",28101,27.9,5980,"2195 of 3141"
"Jones County",28067,28.0,19120,"2220 of 3141"
"Washington County",28151,28.0,13459,"2228 of 3141"
"Lee County",28081,28.1,23826,"2245 of 3141"
"Itawamba County",28057,28.1,6585,"2249 of 3141"
"Marshall County",28093,28.2,10159,"2277 of 3141"
"Scott County",28123,28.3,8036,"2293 of 3141"
"DeSoto County",28033,28.3,49051,"2294 of 3141"
"Lauderdale County",28075,28.5,22281,"2334 of 3141"
"Tate County",28137,28.6,8091,"2358 of 3141"
"Coahoma County",28027,28.6,6947,"2368 of 3141"
"Leake County",28079,28.6,6561,"2371 of 3141"
"George County",28039,28.6,6744,"2378 of 3141"
"Covington County",28031,28.9,5550,"2439 of 3141"
"Copiah County",28029,29.0,8350,"2452 of 3141"
"Madison County",28089,29.1,29696,"2453 of 3141"
"Chickasaw County",28017,29.3,5071,"2499 of 3141"
"Jefferson County",28063,29.3,2187,"2500 of 3141"
"Holmes County",28051,29.7,5421,"2556 of 3141"
"Rankin County",28121,29.8,44558,"2569 of 3141"
"Tunica County",28143,30.0,3082,"2612 of 3141"
"Lowndes County",28087,30.2,18012,"2645 of 3141"
"Leflore County",28083,30.5,9171,"2666 of 3141"
"Bolivar County",28011,30.7,10162,"2700 of 3141"
"Harrison County",28047,30.7,61525,"2702 of 3141"
"Stone County",28131,30.8,5537,"2713 of 3141"
"Greene County",28041,31.3,4316,"2760 of 3141"
"Lamar County",28073,31.6,19146,"2791 of 3141"
"Wilkinson County",28157,31.6,2875,"2794 of 3141"
"Yazoo County",28163,32.1,8824,"2824 of 3141"
"Hinds County",28049,32.2,78404,"2836 of 3141"
"Sunflower County",28133,33.2,8945,"2900 of 3141"
"Forrest County",28035,36.1,27408,"3006 of 3141"
"Issaquena County",28055,36.9,478,"3025 of 3141"
"Claiborne County",28021,37.0,3371,"3028 of 3141"
"Tallahatchie County",28135,39.8,5790,"3075 of 3141"
"Lafayette County",28071,44.7,23599,"3113 of 3141"
"Oktibbeha County",28105,49.5,24444,"3130 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
