------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Lee County",28081,46.1,39080,"2548 of 3141"
"Rankin County",28121,46.2,69087,"2533 of 3141"
"Pontotoc County",28115,46.2,14355,"2529 of 3141"
"Pike County",28113,46.3,18413,"2516 of 3141"
"Neshoba County",28099,46.4,13651,"2512 of 3141"
"Jones County",28067,46.5,31743,"2503 of 3141"
"Stone County",28131,46.5,8368,"2492 of 3141"
"Wilkinson County",28157,46.6,4233,"2486 of 3141"
"Newton County",28101,46.6,9996,"2483 of 3141"
"Noxubee County",28103,47.1,5150,"2428 of 3141"
"Copiah County",28029,47.3,13604,"2402 of 3141"
"Union County",28145,47.4,13373,"2383 of 3141"
"Lauderdale County",28075,47.6,37220,"2344 of 3141"
"Tate County",28137,47.7,13510,"2329 of 3141"
"Lincoln County",28085,47.8,16522,"2303 of 3141"
"Wayne County",28153,47.8,9786,"2302 of 3141"
"Panola County",28107,47.9,16412,"2280 of 3141"
"Warren County",28149,48.0,22804,"2268 of 3141"
"Jackson County",28059,48.1,67976,"2253 of 3141"
"Quitman County",28119,48.1,3626,"2252 of 3141"
"Greene County",28041,48.6,6704,"2175 of 3141"
"Tippah County",28139,48.7,10705,"2161 of 3141"
"Clay County",28025,49.0,9798,"2100 of 3141"
"Simpson County",28127,49.0,13341,"2099 of 3141"
"Issaquena County",28055,49.2,637,"2069 of 3141"
"Prentiss County",28117,49.3,12516,"2048 of 3141"
"Sharkey County",28125,49.4,2288,"2028 of 3141"
"Itawamba County",28057,49.8,11678,"1949 of 3141"
"Marshall County",28093,49.9,17938,"1938 of 3141"
"Attala County",28007,49.9,9340,"1935 of 3141"
"Marion County",28091,49.9,12699,"1934 of 3141"
"Webster County",28155,49.9,4925,"1927 of 3141"
"Alcorn County",28003,50.1,18645,"1900 of 3141"
"Smith County",28129,50.1,8070,"1896 of 3141"
"Walthall County",28147,50.4,7387,"1831 of 3141"
"Grenada County",28043,50.4,10774,"1820 of 3141"
"Adams County",28001,50.4,15919,"1818 of 3141"
"Perry County",28111,50.4,6074,"1812 of 3141"
"Lawrence County",28077,50.5,6396,"1786 of 3141"
"Monroe County",28095,50.8,18265,"1716 of 3141"
"Jasper County",28061,50.9,8416,"1700 of 3141"
"Calhoun County",28013,51.0,7451,"1675 of 3141"
"Benton County",28009,51.0,4240,"1656 of 3141"
"Montgomery County",28097,51.5,5312,"1544 of 3141"
"Pearl River County",28109,51.7,28479,"1490 of 3141"
"Clarke County",28023,52.2,8397,"1376 of 3141"
"Winston County",28159,52.4,9682,"1330 of 3141"
"Franklin County",28037,52.4,4072,"1326 of 3141"
"Kemper County",28069,52.8,5321,"1230 of 3141"
"Yalobusha County",28161,53.0,6582,"1185 of 3141"
"Tishomingo County",28141,53.3,10375,"1118 of 3141"
"Hancock County",28045,53.3,24672,"1111 of 3141"
"Jefferson Davis County",28065,54.1,6293,"944 of 3141"
"Choctaw County",28019,54.7,4575,"812 of 3141"
"Amite County",28005,56.3,7078,"568 of 3141"
"Carroll County",28015,56.9,5815,"505 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
