------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'ed', 'demo': '00004', 'race': '00', 'sex': '0', 'age': '081', 'type': 'manyareacensus', 'file_name': 'demographics_001.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Education: Less than 9th grade
Population Ages 25+
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Education: Less Than 9th Grade),Rank within US
"Hamilton County",31081,1.9,121,"296 of 3141"
"Cherry County",31031,2.0,82,"316 of 3141"
"Polk County",31143,2.0,73,"326 of 3141"
"Valley County",31175,2.0,62,"336 of 3141"
"Cheyenne County",31033,2.1,142,"354 of 3141"
"Dawes County",31045,2.1,111,"355 of 3141"
"Buffalo County",31019,2.1,624,"374 of 3141"
"Garfield County",31071,2.1,30,"389 of 3141"
"Rock County",31149,2.2,22,"423 of 3141"
"Thomas County",31171,2.2,10,"424 of 3141"
"Keith County",31101,2.2,135,"453 of 3141"
"Boyd County",31015,2.4,36,"509 of 3141"
"Lincoln County",31111,2.5,608,"560 of 3141"
"Logan County",31113,2.5,15,"571 of 3141"
"Merrick County",31121,2.5,138,"584 of 3141"
"Franklin County",31061,2.6,58,"625 of 3141"
"Nuckolls County",31129,2.6,82,"629 of 3141"
"Cedar County",31027,2.7,155,"681 of 3141"
"Burt County",31021,2.7,126,"694 of 3141"
"Lancaster County",31109,2.7,5113,"696 of 3141"
"Deuel County",31049,2.8,38,"749 of 3141"
"Webster County",31181,2.8,71,"777 of 3141"
"Custer County",31041,2.8,213,"778 of 3141"
"Butler County",31023,2.9,159,"799 of 3141"
"Brown County",31017,2.9,66,"812 of 3141"
"Kimball County",31105,2.9,75,"815 of 3141"
"Sherman County",31163,2.9,64,"823 of 3141"
"Seward County",31159,3.0,320,"860 of 3141"
"Hooker County",31091,3.0,16,"869 of 3141"
"Antelope County",31003,3.0,134,"889 of 3141"
"Otoe County",31131,3.1,338,"966 of 3141"
"Holt County",31089,3.2,232,"1025 of 3141"
"Sheridan County",31161,3.4,128,"1129 of 3141"
"Knox County",31107,3.4,202,"1138 of 3141"
"Greeley County",31077,3.5,59,"1163 of 3141"
"Fillmore County",31059,3.5,142,"1179 of 3141"
"Furnas County",31065,3.5,119,"1180 of 3141"
"Pierce County",31139,3.5,172,"1197 of 3141"
"Jefferson County",31095,3.7,194,"1293 of 3141"
"Dundy County",31057,3.7,51,"1304 of 3141"
"Dixon County",31051,4.0,156,"1442 of 3141"
"McPherson County",31117,4.0,13,"1452 of 3141"
"Nance County",31125,4.1,103,"1482 of 3141"
"Stanton County",31167,4.3,173,"1556 of 3141"
"Hayes County",31085,4.3,30,"1568 of 3141"
"Adams County",31001,4.3,882,"1588 of 3141"
"Thurston County",31173,4.4,167,"1605 of 3141"
"Box Butte County",31013,4.4,331,"1620 of 3141"
"Howard County",31093,4.4,195,"1623 of 3141"
"Clay County",31035,4.5,192,"1651 of 3141"
"Keya Paha County",31103,4.5,24,"1666 of 3141"
"Johnson County",31097,4.5,170,"1684 of 3141"
"Perkins County",31135,4.6,96,"1718 of 3141"
"Dodge County",31053,4.6,1139,"1730 of 3141"
"Sioux County",31165,4.7,43,"1772 of 3141"
"Douglas County",31055,4.8,17223,"1804 of 3141"
"Gage County",31067,4.9,746,"1817 of 3141"
"Morrill County",31123,5.2,176,"1906 of 3141"
"Platte County",31141,5.2,1121,"1930 of 3141"
"Madison County",31119,5.6,1294,"2080 of 3141"
"Pawnee County",31133,5.7,113,"2098 of 3141"
"Chase County",31029,5.8,156,"2131 of 3141"
"Scotts Bluff County",31157,5.8,1424,"2154 of 3141"
"Cuming County",31039,7.0,426,"2458 of 3141"
"Hall County",31079,7.8,3056,"2624 of 3141"
"Saline County",31151,11.7,1029,"2967 of 3141"
"Dawson County",31047,14.5,2221,"3051 of 3141"
"Colfax County",31037,17.2,1120,"3091 of 3141"
"Dakota County",31043,18.2,2290,"3102 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Education: Less than 9th grade, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#education."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
