------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Box Butte County",31013,50.7,5681,"1735 of 3141"
"Kearney County",31099,50.9,3331,"1695 of 3141"
"Stanton County",31167,50.9,3064,"1692 of 3141"
"Cheyenne County",31033,51.0,5105,"1670 of 3141"
"Red Willow County",31145,51.0,5545,"1666 of 3141"
"Saunders County",31155,51.1,10708,"1644 of 3141"
"Washington County",31177,51.7,10554,"1501 of 3141"
"Pierce County",31139,51.8,3715,"1484 of 3141"
"Johnson County",31097,52.1,2707,"1413 of 3141"
"Otoe County",31131,52.1,8275,"1398 of 3141"
"Phelps County",31137,52.3,4789,"1359 of 3141"
"Cass County",31025,52.3,13352,"1341 of 3141"
"Hayes County",31085,52.4,501,"1336 of 3141"
"Dixon County",31051,52.6,3034,"1265 of 3141"
"Hamilton County",31081,52.7,4820,"1248 of 3141"
"Clay County",31035,52.7,3304,"1235 of 3141"
"Custer County",31041,53.3,5773,"1117 of 3141"
"Greeley County",31077,53.3,1299,"1106 of 3141"
"Howard County",31093,53.4,3409,"1094 of 3141"
"Merrick County",31121,53.6,4195,"1040 of 3141"
"Morrill County",31123,53.6,2628,"1038 of 3141"
"Perkins County",31135,54.0,1569,"954 of 3141"
"Cedar County",31027,54.1,4629,"943 of 3141"
"Thomas County",31171,54.1,348,"934 of 3141"
"Cuming County",31039,54.2,4899,"920 of 3141"
"Holt County",31089,54.5,5608,"861 of 3141"
"Dundy County",31057,54.5,1100,"850 of 3141"
"Cherry County",31031,54.6,3165,"823 of 3141"
"Arthur County",31005,54.9,231,"792 of 3141"
"Boone County",31011,55.1,2951,"755 of 3141"
"Butler County",31023,55.2,4474,"733 of 3141"
"Polk County",31143,55.2,2897,"720 of 3141"
"Grant County",31075,55.3,377,"714 of 3141"
"Antelope County",31003,55.4,3546,"700 of 3141"
"Deuel County",31049,55.5,1055,"685 of 3141"
"Gage County",31067,55.5,12008,"681 of 3141"
"Nance County",31125,55.6,1984,"664 of 3141"
"Chase County",31029,55.9,2125,"627 of 3141"
"Frontier County",31063,55.9,1468,"617 of 3141"
"Sheridan County",31161,56.1,2942,"592 of 3141"
"Webster County",31181,56.4,2027,"560 of 3141"
"Knox County",31107,56.6,4806,"544 of 3141"
"Furnas County",31065,56.6,2727,"535 of 3141"
"Sioux County",31165,56.7,712,"530 of 3141"
"Jefferson County",31095,56.9,4139,"506 of 3141"
"Valley County",31175,57.0,2422,"495 of 3141"
"Kimball County",31105,57.2,2109,"458 of 3141"
"Hitchcock County",31087,57.3,1639,"439 of 3141"
"Fillmore County",31059,57.5,3220,"418 of 3141"
"Nuckolls County",31129,57.9,2498,"389 of 3141"
"Blaine County",31009,58.0,291,"376 of 3141"
"Keya Paha County",31103,58.1,418,"367 of 3141"
"Thayer County",31169,58.1,2980,"366 of 3141"
"Richardson County",31147,58.2,4679,"357 of 3141"
"Garfield County",31071,58.3,1141,"345 of 3141"
"Burt County",31021,58.3,3817,"339 of 3141"
"Gosper County",31073,59.3,1198,"263 of 3141"
"Banner County",31007,59.3,432,"261 of 3141"
"Franklin County",31061,59.8,1804,"237 of 3141"
"Sherman County",31163,60.2,1834,"212 of 3141"
"Keith County",31101,60.3,4901,"209 of 3141"
"Harlan County",31083,60.6,2102,"196 of 3141"
"Boyd County",31015,60.6,1242,"194 of 3141"
"Pawnee County",31133,61.2,1655,"171 of 3141"
"Loup County",31115,61.3,329,"170 of 3141"
"Brown County",31017,61.4,1878,"165 of 3141"
"McPherson County",31117,61.6,266,"158 of 3141"
"Rock County",31149,61.8,854,"144 of 3141"
"Wheeler County",31183,65.0,550,"52 of 3141"
"Garden County",31069,65.2,1248,"50 of 3141"
"Hooker County",31091,67.0,458,"31 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
