------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'mob', 'demo': '00017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Mobility: Haven't moved (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Haven't Moved),Rank within US
"Colfax County",31037,87.8,9010,"1346 of 3140"
"Washington County",31177,88.0,17856,"1264 of 3140"
"Gage County",31067,88.1,18827,"1243 of 3140"
"Cass County",31025,88.1,22176,"1235 of 3140"
"Saunders County",31155,88.2,18228,"1187 of 3140"
"Burt County",31021,88.4,5754,"1128 of 3140"
"Furnas County",31065,88.5,4229,"1084 of 3140"
"Fillmore County",31059,88.8,4915,"1012 of 3140"
"Cedar County",31027,88.9,7502,"981 of 3140"
"Knox County",31107,88.9,7466,"974 of 3140"
"Stanton County",31167,89.0,5322,"915 of 3140"
"Dakota County",31043,89.0,17952,"898 of 3140"
"Sheridan County",31161,89.2,4631,"867 of 3140"
"Chase County",31029,89.3,3348,"827 of 3140"
"Hooker County",31091,89.3,611,"820 of 3140"
"Richardson County",31147,89.8,7153,"699 of 3140"
"Pawnee County",31133,90.1,2418,"618 of 3140"
"Franklin County",31061,90.2,2693,"576 of 3140"
"Garden County",31069,90.2,1702,"570 of 3140"
"Antelope County",31003,90.3,5715,"567 of 3140"
"Keya Paha County",31103,90.4,637,"540 of 3140"
"Cuming County",31039,90.5,8088,"522 of 3140"
"Butler County",31023,90.5,7232,"512 of 3140"
"Boone County",31011,90.5,4814,"508 of 3140"
"Wheeler County",31183,90.6,746,"485 of 3140"
"Pierce County",31139,90.7,6372,"480 of 3140"
"Hayes County",31085,90.8,851,"451 of 3140"
"Brown County",31017,90.8,2762,"450 of 3140"
"Holt County",31089,90.8,9228,"443 of 3140"
"Webster County",31181,91.3,3254,"365 of 3140"
"Grant County",31075,91.3,617,"360 of 3140"
"Nance County",31125,91.4,3223,"351 of 3140"
"Loup County",31115,91.4,479,"335 of 3140"
"Hitchcock County",31087,91.6,2579,"295 of 3140"
"Dixon County",31051,91.6,5194,"293 of 3140"
"Hamilton County",31081,91.8,8332,"262 of 3140"
"Banner County",31007,92.1,665,"222 of 3140"
"Polk County",31143,92.1,4763,"219 of 3140"
"Harlan County",31083,92.2,3140,"217 of 3140"
"Thayer County",31169,92.6,4708,"175 of 3140"
"Garfield County",31071,92.7,1801,"169 of 3140"
"Howard County",31093,92.8,5849,"156 of 3140"
"Boyd County",31015,93.9,1902,"85 of 3140"
"Sioux County",31165,94.8,1173,"44 of 3140"
"McPherson County",31117,95.2,400,"34 of 3140"
"Sherman County",31163,96.1,2892,"17 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Haven't moved (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
