------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Knox County",31107,23.8,2021,"313 of 3141"
"Blaine County",31009,24.1,121,"283 of 3141"
"Frontier County",31063,24.1,633,"280 of 3141"
"Kimball County",31105,24.3,895,"269 of 3141"
"Hitchcock County",31087,24.3,695,"265 of 3141"
"Valley County",31175,24.7,1050,"235 of 3141"
"Greeley County",31077,24.7,602,"233 of 3141"
"Keya Paha County",31103,24.9,179,"227 of 3141"
"Deuel County",31049,24.9,473,"224 of 3141"
"Sherman County",31163,25.3,772,"195 of 3141"
"Sheridan County",31161,25.5,1334,"189 of 3141"
"Thayer County",31169,25.5,1309,"187 of 3141"
"Wheeler County",31183,25.7,217,"179 of 3141"
"Brown County",31017,25.8,789,"167 of 3141"
"Garden County",31069,25.8,494,"165 of 3141"
"Harlan County",31083,25.8,896,"164 of 3141"
"Loup County",31115,25.9,139,"162 of 3141"
"Keith County",31101,25.9,2107,"159 of 3141"
"Franklin County",31061,26.4,797,"137 of 3141"
"Boyd County",31015,26.6,546,"129 of 3141"
"Nuckolls County",31129,26.7,1151,"128 of 3141"
"Pawnee County",31133,27.1,733,"104 of 3141"
"Garfield County",31071,27.5,538,"90 of 3141"
"Rock County",31149,27.5,380,"84 of 3141"
"Hooker County",31091,35.8,245,"6 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
