------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"York County",31185,70798.000000000,"682 of 3141"
"Thomas County",31171,70833.000000000,"679 of 3141"
"Cedar County",31027,71211.000000000,"663 of 3141"
"Wayne County",31179,71353.000000000,"656 of 3141"
"Kearney County",31099,71490.000000000,"651 of 3141"
"Phelps County",31137,72275.000000000,"596 of 3141"
"Buffalo County",31019,73268.000000000,"531 of 3141"
"Platte County",31141,73453.000000000,"523 of 3141"
"Box Butte County",31013,73964.000000000,"493 of 3141"
"McPherson County",31117,74464.000000000,"475 of 3141"
"Lancaster County",31109,75076.000000000,"457 of 3141"
"Hamilton County",31081,75511.000000000,"445 of 3141"
"Douglas County",31055,76850.000000000,"399 of 3141"
"Polk County",31143,76875.000000000,"397 of 3141"
"Cheyenne County",31033,77386.000000000,"377 of 3141"
"Saunders County",31155,77994.000000000,"357 of 3141"
"Seward County",31159,79621.000000000,"322 of 3141"
"Gosper County",31073,79875.000000000,"317 of 3141"
"Cass County",31025,82070.000000000,"272 of 3141"
"Washington County",31177,83933.000000000,"236 of 3141"
"Sarpy County",31153,88448.000000000,"183 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
