------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'topic': 'pop', 'demo': '00022', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=31&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Nebraska by County
Population: Black
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Black),Rank within US
"Clay County",31035,0.4,27,"2614 of 3141"
"Platte County",31141,0.4,144,"2608 of 3141"
"Franklin County",31061,0.5,14,"2574 of 3141"
"Boone County",31011,0.5,26,"2540 of 3141"
"Boyd County",31015,0.5,10,"2537 of 3141"
"Seward County",31159,0.5,86,"2520 of 3141"
"Butler County",31023,0.5,43,"2493 of 3141"
"Sheridan County",31161,0.5,28,"2487 of 3141"
"Banner County",31007,0.5,4,"2467 of 3141"
"Fillmore County",31059,0.6,32,"2446 of 3141"
"Box Butte County",31013,0.6,67,"2406 of 3141"
"Merrick County",31121,0.6,47,"2402 of 3141"
"Greeley County",31077,0.6,15,"2389 of 3141"
"Gage County",31067,0.6,135,"2381 of 3141"
"Burt County",31021,0.6,41,"2377 of 3141"
"Logan County",31113,0.7,6,"2348 of 3141"
"Keith County",31101,0.7,57,"2282 of 3141"
"Adams County",31001,0.7,227,"2261 of 3141"
"Hamilton County",31081,0.7,66,"2257 of 3141"
"Saline County",31151,0.7,105,"2247 of 3141"
"Scotts Bluff County",31157,0.8,277,"2234 of 3141"
"Custer County",31041,0.8,86,"2201 of 3141"
"Morrill County",31123,0.8,41,"2165 of 3141"
"Hooker County",31091,0.9,6,"2126 of 3141"
"Grant County",31075,0.9,6,"2123 of 3141"
"Harlan County",31083,0.9,32,"2097 of 3141"
"Dodge County",31053,1.0,365,"2041 of 3141"
"Red Willow County",31145,1.2,125,"1967 of 3141"
"Lincoln County",31111,1.2,410,"1965 of 3141"
"York County",31185,1.2,167,"1933 of 3141"
"Buffalo County",31019,1.2,603,"1922 of 3141"
"Stanton County",31167,1.3,77,"1908 of 3141"
"Nemaha County",31127,1.4,100,"1840 of 3141"
"Madison County",31119,1.5,519,"1809 of 3141"
"Washington County",31177,1.5,307,"1798 of 3141"
"Dawes County",31045,1.6,145,"1749 of 3141"
"Wayne County",31179,2.1,196,"1608 of 3141"
"Hall County",31079,2.3,1379,"1566 of 3141"
"Colfax County",31037,2.8,292,"1456 of 3141"
"Sarpy County",31153,3.9,6752,"1274 of 3141"
"Lancaster County",31109,4.1,12419,"1245 of 3141"
"Dakota County",31043,4.4,898,"1204 of 3141"
"Dawson County",31047,5.9,1415,"1049 of 3141"
"Johnson County",31097,6.9,361,"963 of 3141"
"Douglas County",31055,11.1,61063,"749 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Black, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
