------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '40', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=40&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Oklahoma by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Roger Mills County",40129,51286.000000000,"1202 of 3141"
"Murray County",40099,51844.000000000,"1135 of 3141"
"Washita County",40149,51909.000000000,"1130 of 3141"
"Tulsa County",40143,52017.000000000,"1118 of 3141"
"Major County",40093,52056.000000000,"1110 of 3141"
"Noble County",40103,52372.000000000,"1078 of 3141"
"Beaver County",40007,52571.000000000,"1051 of 3141"
"Dewey County",40043,52930.000000000,"1023 of 3141"
"Grant County",40053,54460.000000000,"886 of 3141"
"Grady County",40051,55527.000000000,"803 of 3141"
"Woods County",40151,57097.000000000,"694 of 3141"
"Alfalfa County",40003,57432.000000000,"666 of 3141"
"Woodward County",40153,57602.000000000,"652 of 3141"
"Logan County",40083,59133.000000000,"570 of 3141"
"Wagoner County",40145,59210.000000000,"565 of 3141"
"Cleveland County",40027,60632.000000000,"488 of 3141"
"Rogers County",40131,61320.000000000,"452 of 3141"
"McClain County",40087,62081.000000000,"420 of 3141"
"Kingfisher County",40073,62829.000000000,"383 of 3141"
"Canadian County",40017,69220.000000000,"230 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
