------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'topic': 'pop', 'demo': '00026', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kansas by County
Population: Hispanic
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Hispanic),Rank within US
"Atchison County",20005,2.9,478,"1917 of 3141"
"Osage County",20139,3.0,469,"1904 of 3141"
"Miami County",20121,3.0,992,"1882 of 3141"
"Lincoln County",20105,3.0,94,"1878 of 3141"
"Rush County",20165,3.1,96,"1846 of 3141"
"Barber County",20007,3.2,155,"1815 of 3141"
"Cloud County",20029,3.2,291,"1813 of 3141"
"Kingman County",20095,3.2,242,"1800 of 3141"
"Phillips County",20147,3.2,174,"1799 of 3141"
"Graham County",20065,3.2,82,"1798 of 3141"
"Washington County",20201,3.3,183,"1759 of 3141"
"Marion County",20115,3.3,400,"1753 of 3141"
"Allen County",20001,3.3,427,"1744 of 3141"
"Chautauqua County",20019,3.4,116,"1736 of 3141"
"Wabaunsee County",20197,3.4,235,"1730 of 3141"
"Greenwood County",20073,3.7,232,"1631 of 3141"
"McPherson County",20113,4.0,1157,"1558 of 3141"
"Franklin County",20059,4.1,1044,"1544 of 3141"
"Elk County",20049,4.1,106,"1533 of 3141"
"Brown County",20013,4.2,406,"1511 of 3141"
"Sheridan County",20179,4.4,109,"1460 of 3141"
"Labette County",20099,4.4,902,"1455 of 3141"
"Jackson County",20085,4.4,587,"1454 of 3141"
"Chase County",20017,4.4,118,"1445 of 3141"
"Morris County",20127,4.5,252,"1427 of 3141"
"Dickinson County",20041,4.5,863,"1426 of 3141"
"Butler County",20015,4.6,3016,"1415 of 3141"
"Neosho County",20133,5.0,804,"1327 of 3141"
"Norton County",20137,5.1,281,"1300 of 3141"
"Wallace County",20199,5.1,81,"1297 of 3141"
"Crawford County",20037,5.3,2065,"1260 of 3141"
"Sumner County",20191,5.3,1241,"1257 of 3141"
"Pottawatomie County",20149,5.3,1234,"1256 of 3141"
"Thomas County",20193,5.5,433,"1216 of 3141"
"Logan County",20109,5.6,155,"1208 of 3141"
"Ellis County",20051,5.6,1609,"1203 of 3141"
"Rawlins County",20153,6.0,151,"1131 of 3141"
"Douglas County",20045,6.0,7109,"1121 of 3141"
"Ellsworth County",20053,6.0,383,"1117 of 3141"
"Montgomery County",20125,6.2,2076,"1098 of 3141"
"Harper County",20077,6.3,364,"1081 of 3141"
"Kiowa County",20097,6.4,161,"1076 of 3141"
"Cheyenne County",20023,6.5,173,"1063 of 3141"
"Lane County",20101,6.6,113,"1040 of 3141"
"Leavenworth County",20103,6.8,5393,"1016 of 3141"
"Pratt County",20151,7.2,692,"980 of 3141"
"Johnson County",20091,7.4,43057,"947 of 3141"
"Hodgeman County",20083,7.7,144,"916 of 3141"
"Pawnee County",20145,7.7,524,"911 of 3141"
"Riley County",20161,8.1,6129,"888 of 3141"
"Comanche County",20033,8.4,147,"855 of 3141"
"Reno County",20155,9.1,5736,"806 of 3141"
"Cowley County",20035,10.6,3780,"701 of 3141"
"Ness County",20135,10.7,321,"689 of 3141"
"Clark County",20025,10.7,224,"688 of 3141"
"Saline County",20169,10.9,6038,"681 of 3141"
"Rice County",20159,11.2,1109,"660 of 3141"
"Harvey County",20079,11.7,4052,"640 of 3141"
"Sherman County",20181,12.0,717,"631 of 3141"
"Shawnee County",20177,12.0,21329,"630 of 3141"
"Stafford County",20185,13.3,566,"567 of 3141"
"Sedgwick County",20173,14.1,72080,"548 of 3141"
"Barton County",20009,14.5,3915,"531 of 3141"
"Gray County",20069,15.0,900,"512 of 3141"
"Geary County",20061,15.6,5602,"490 of 3141"
"Meade County",20119,16.6,715,"463 of 3141"
"Scott County",20171,17.8,887,"435 of 3141"
"Edwards County",20047,20.1,592,"378 of 3141"
"Lyon County",20111,20.9,6953,"361 of 3141"
"Greeley County",20071,22.1,267,"341 of 3141"
"Morton County",20129,22.6,662,"329 of 3141"
"Wichita County",20203,27.7,598,"250 of 3141"
"Wyandotte County",20209,28.1,45791,"245 of 3141"
"Haskell County",20081,29.4,1200,"236 of 3141"
"Kearny County",20093,31.0,1217,"217 of 3141"
"Hamilton County",20075,33.7,884,"197 of 3141"
"Stevens County",20189,35.2,2023,"181 of 3141"
"Stanton County",20187,37.4,787,"170 of 3141"
"Grant County",20067,46.8,3612,"114 of 3141"
"Finney County",20055,49.0,18160,"106 of 3141"
"Ford County",20057,53.9,18673,"80 of 3141"
"Seward County",20175,59.6,13682,"53 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Hispanic, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
