------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kansas by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Johnson County",20091,28.6,165689,"2375 of 3141"
"Sedgwick County",20173,29.9,152801,"2604 of 3141"
"Leavenworth County",20103,30.1,23909,"2629 of 3141"
"Doniphan County",20043,30.6,2381,"2681 of 3141"
"Wyandotte County",20209,30.7,50068,"2698 of 3141"
"Ford County",20057,30.7,10632,"2699 of 3141"
"Finney County",20055,31.0,11510,"2731 of 3141"
"Atchison County",20005,31.1,5116,"2740 of 3141"
"Thomas County",20193,31.6,2481,"2789 of 3141"
"Seward County",20175,32.4,7439,"2846 of 3141"
"Lyon County",20111,34.3,11427,"2944 of 3141"
"Crawford County",20037,36.1,14101,"3003 of 3141"
"Ellis County",20051,37.6,10860,"3037 of 3141"
"Geary County",20061,43.5,15556,"3104 of 3141"
"Douglas County",20045,45.4,53524,"3115 of 3141"
"Riley County",20161,56.8,43030,"3138 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
