------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kansas by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Rice County",20159,38.8,3830,"1621 of 3141"
"Jackson County",20085,38.9,5182,"1602 of 3141"
"Pratt County",20151,38.9,3762,"1597 of 3141"
"Reno County",20155,39.0,24725,"1573 of 3141"
"Stanton County",20187,39.1,824,"1559 of 3141"
"Sumner County",20191,39.2,9142,"1539 of 3141"
"Barton County",20009,39.2,10606,"1537 of 3141"
"Montgomery County",20125,39.3,13136,"1524 of 3141"
"Sherman County",20181,39.3,2359,"1506 of 3141"
"Morton County",20129,39.3,1153,"1499 of 3141"
"Neosho County",20133,39.5,6403,"1455 of 3141"
"Cherokee County",20021,39.6,8109,"1441 of 3141"
"Dickinson County",20041,39.7,7598,"1421 of 3141"
"Wichita County",20203,39.7,857,"1406 of 3141"
"Labette County",20099,39.8,8181,"1394 of 3141"
"McPherson County",20113,39.8,11471,"1386 of 3141"
"Nemaha County",20131,39.9,4029,"1367 of 3141"
"Lane County",20101,40.1,683,"1309 of 3141"
"Allen County",20001,40.4,5156,"1235 of 3141"
"Cloud County",20029,40.5,3722,"1220 of 3141"
"Wallace County",20199,40.7,648,"1163 of 3141"
"Brown County",20013,40.8,3975,"1143 of 3141"
"Kiowa County",20097,40.9,1033,"1120 of 3141"
"Norton County",20137,41.0,2266,"1106 of 3141"
"Anderson County",20003,41.0,3215,"1104 of 3141"
"Ottawa County",20143,41.7,2483,"979 of 3141"
"Wabaunsee County",20197,41.7,2885,"974 of 3141"
"Jefferson County",20087,42.0,7926,"919 of 3141"
"Osage County",20139,42.2,6713,"889 of 3141"
"Logan County",20109,42.5,1185,"853 of 3141"
"Barber County",20007,42.5,2087,"837 of 3141"
"Harper County",20077,42.6,2449,"822 of 3141"
"Ellsworth County",20053,42.6,2700,"819 of 3141"
"Clay County",20027,42.7,3504,"809 of 3141"
"Coffey County",20031,42.7,3558,"808 of 3141"
"Stafford County",20185,42.8,1820,"789 of 3141"
"Linn County",20107,43.0,4129,"760 of 3141"
"Wilson County",20205,43.1,3819,"745 of 3141"
"Mitchell County",20123,43.3,2700,"711 of 3141"
"Rooks County",20163,43.4,2235,"701 of 3141"
"Edwards County",20047,43.6,1285,"668 of 3141"
"Marshall County",20117,43.9,4326,"636 of 3141"
"Chase County",20017,44.3,1180,"589 of 3141"
"Phillips County",20147,44.3,2412,"587 of 3141"
"Marion County",20115,44.5,5384,"562 of 3141"
"Clark County",20025,44.6,932,"551 of 3141"
"Kingman County",20095,44.6,3381,"550 of 3141"
"Pawnee County",20145,44.6,3025,"545 of 3141"
"Washington County",20201,45.2,2517,"501 of 3141"
"Sheridan County",20179,45.8,1143,"433 of 3141"
"Lincoln County",20105,46.6,1455,"367 of 3141"
"Greeley County",20071,46.9,567,"345 of 3141"
"Russell County",20167,46.9,3276,"343 of 3141"
"Osborne County",20141,47.1,1737,"325 of 3141"
"Ness County",20135,47.3,1420,"313 of 3141"
"Rush County",20165,47.7,1488,"291 of 3141"
"Woodson County",20207,47.8,1518,"287 of 3141"
"Morris County",20127,47.9,2684,"279 of 3141"
"Greenwood County",20073,47.9,2982,"278 of 3141"
"Hodgeman County",20083,48.2,903,"259 of 3141"
"Chautauqua County",20019,48.2,1650,"258 of 3141"
"Cheyenne County",20023,48.3,1293,"248 of 3141"
"Trego County",20195,48.7,1412,"231 of 3141"
"Gove County",20063,48.9,1287,"224 of 3141"
"Comanche County",20033,49.6,863,"191 of 3141"
"Rawlins County",20153,50.4,1269,"160 of 3141"
"Graham County",20065,50.8,1300,"146 of 3141"
"Elk County",20049,51.3,1323,"132 of 3141"
"Decatur County",20039,51.5,1490,"125 of 3141"
"Republic County",20157,52.2,2457,"107 of 3141"
"Smith County",20183,52.2,1929,"106 of 3141"
"Jewell County",20089,53.1,1572,"83 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
