------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '20', 'areatype': 'county', 'topic': 'ins', 'demo': '00043', 'race': '00', 'sex': '0', 'age': '006', 'type': 'manyareacensus', 'file_name': 'demographics_006.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=20&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kansas by County
"Insurance: Percent uninsured in demographic group, people at or below 138% of poverty"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2017 Small Area Health Insurance Estimates Data
Sorted by Value

County, FIPS,Value (Percent),People (Uninsured),Rank within US
"Morris County",20127,19.9,148,"1948 of 3139"
"Rice County",20159,19.9,291,"1948 of 3139"
"Crawford County",20037,20.1,1903,"1976 of 3139"
"Jefferson County",20087,20.1,433,"1976 of 3139"
"Marion County",20115,20.1,307,"1976 of 3139"
"Sedgwick County",20173,20.1,18330,"1976 of 3139"
"Elk County",20049,20.3,99,"2007 of 3139"
"Lincoln County",20105,20.4,107,"2024 of 3139"
"Harvey County",20079,20.6,957,"2053 of 3139"
"Ottawa County",20143,20.7,164,"2073 of 3139"
"Harper County",20077,20.8,218,"2092 of 3139"
"Lyon County",20111,21.5,1516,"2174 of 3139"
"Jewell County",20089,21.6,99,"2182 of 3139"
"Trego County",20195,21.6,84,"2182 of 3139"
"Decatur County",20039,21.8,107,"2202 of 3139"
"Barber County",20007,21.9,177,"2217 of 3139"
"Wyandotte County",20209,21.9,9801,"2217 of 3139"
"Barton County",20009,22.0,1065,"2232 of 3139"
"Lane County",20101,22.0,53,"2232 of 3139"
"Graham County",20065,22.1,90,"2245 of 3139"
"Chautauqua County",20019,22.3,144,"2268 of 3139"
"Finney County",20055,22.5,1828,"2296 of 3139"
"Scott County",20171,22.9,142,"2348 of 3139"
"Smith County",20183,23.0,137,"2360 of 3139"
"Washington County",20201,23.1,182,"2373 of 3139"
"Kiowa County",20097,23.8,93,"2449 of 3139"
"Wallace County",20199,23.8,55,"2449 of 3139"
"Cheyenne County",20023,24.2,111,"2485 of 3139"
"Clark County",20025,24.4,71,"2504 of 3139"
"Johnson County",20091,24.7,10402,"2534 of 3139"
"Rawlins County",20153,26.6,94,"2683 of 3139"
"Greeley County",20071,26.7,50,"2691 of 3139"
"Stafford County",20185,27.0,200,"2719 of 3139"
"Comanche County",20033,27.4,74,"2762 of 3139"
"Gove County",20063,27.4,118,"2762 of 3139"
"Grant County",20067,27.4,358,"2762 of 3139"
"Ford County",20057,27.7,2087,"2785 of 3139"
"Kearny County",20093,28.0,183,"2799 of 3139"
"Meade County",20119,28.0,183,"2799 of 3139"
"Seward County",20175,28.0,1463,"2799 of 3139"
"Stevens County",20189,29.0,278,"2841 of 3139"
"Ness County",20135,29.8,128,"2885 of 3139"
"Morton County",20129,30.5,130,"2928 of 3139"
"Stanton County",20187,30.6,99,"2931 of 3139"
"Gray County",20069,30.7,241,"2939 of 3139"
"Hodgeman County",20083,30.7,75,"2939 of 3139"
"Edwards County",20047,31.3,139,"2951 of 3139"
"Haskell County",20081,34.3,236,"3044 of 3139"
"Sheridan County",20179,35.0,150,"3064 of 3139"
"Wichita County",20203,35.1,113,"3066 of 3139"
"Hamilton County",20075,36.2,201,"3085 of 3139"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent uninsured in demographic group, people at or below 138% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
