------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '21', 'areatype': 'county', 'topic': 'pop', 'demo': '00101', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kentucky by County
Population: Non-Hispanic (Origin Recode)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Non-Hispanic [Origin Recode]),Rank within US
"Grayson County",21085,98.7,25780,"2781 of 3141"
"Caldwell County",21033,98.7,12577,"2785 of 3141"
"McLean County",21149,98.7,9240,"2807 of 3141"
"Breckinridge County",21027,98.7,19737,"2823 of 3141"
"Lyon County",21143,98.8,8166,"2849 of 3141"
"Ballard County",21007,98.8,8052,"2851 of 3141"
"Fleming County",21069,98.8,14339,"2855 of 3141"
"Morgan County",21175,98.8,13121,"2858 of 3141"
"Whitley County",21235,98.8,35603,"2870 of 3141"
"Knox County",21121,98.9,31077,"2900 of 3141"
"Greenup County",21089,99.0,35637,"2921 of 3141"
"Magoffin County",21153,99.0,12658,"2941 of 3141"
"Perry County",21193,99.0,27063,"2942 of 3141"
"Crittenden County",21055,99.0,9065,"2943 of 3141"
"Knott County",21119,99.1,15544,"2953 of 3141"
"Breathitt County",21025,99.1,13153,"2954 of 3141"
"Pike County",21195,99.1,61034,"2960 of 3141"
"Lawrence County",21127,99.1,15703,"2964 of 3141"
"Edmonson County",21061,99.1,11958,"2972 of 3141"
"Harlan County",21095,99.1,27310,"2978 of 3141"
"Menifee County",21165,99.1,6326,"2979 of 3141"
"Carter County",21043,99.1,27152,"2982 of 3141"
"Rockcastle County",21203,99.2,16673,"2984 of 3141"
"Lee County",21129,99.2,6662,"2991 of 3141"
"Floyd County",21071,99.3,37167,"3007 of 3141"
"Letcher County",21133,99.3,22840,"3009 of 3141"
"Mason County",21161,99.3,17041,"3013 of 3141"
"Fulton County",21075,99.3,6215,"3023 of 3141"
"Pendleton County",21191,99.4,14437,"3035 of 3141"
"Leslie County",21131,99.4,10581,"3036 of 3141"
"Green County",21087,99.4,10978,"3042 of 3141"
"Owsley County",21189,99.5,4474,"3065 of 3141"
"Cumberland County",21057,99.6,6717,"3084 of 3141"
"Johnson County",21115,99.6,22978,"3087 of 3141"
"Bell County",21013,99.7,27389,"3101 of 3141"
"Elliott County",21063,99.7,7512,"3104 of 3141"
"Wolfe County",21237,99.7,7231,"3106 of 3141"
"Estill County",21065,99.7,14346,"3114 of 3141"
"Lewis County",21135,99.8,13543,"3121 of 3141"
"Jackson County",21109,100.0,13368,"3132 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Non-Hispanic (Origin Recode), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
