locale,fips,met_health_obj,incidence rate_per_100000,incidence rate_lower_95_confidence,incidence rate_upper_95_confidence,annual_count_avg,recent_trend_str,trend_last_5,trend_last_5_lower_95_confidence,trend_last_5_upper_95_confidence,age,areatype,cancer,file_name,race,sex,source_url,stage,stateFIPS,type,state,cancer_description
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=33&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,33,incd,newhampshire,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=33&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,33,incd,newhampshire,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,17,incd,illinois,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,17,incd,illinois,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,17,incd,illinois,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,36,incd,newyork,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,36,incd,newyork,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=36&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,36,incd,newyork,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,51,incd,virginia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,51,incd,virginia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,51,incd,virginia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=54&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,54,incd,westvirginia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=54&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,54,incd,westvirginia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=54&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,54,incd,westvirginia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,53,incd,washington,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,53,incd,washington,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4 ,-1.3, 0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=53&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,53,incd,washington,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,50,incd,vermont,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,50,incd,vermont,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,50,incd,vermont,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=45&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,45,incd,southcarolina,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=45&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,45,incd,southcarolina,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=45&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,45,incd,southcarolina,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9 ,-1.6, -0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=13&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,13,incd,georgia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4 ,-2.1, -0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=13&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,13,incd,georgia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4 ,-1.3, 0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=13&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,13,incd,georgia,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=09&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,9,incd,connecticut,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=09&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,9,incd,connecticut,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=09&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,9,incd,connecticut,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,1,incd,alabama,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,1,incd,alabama,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,1,incd,alabama,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=35&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,35,incd,newmexico,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8 ,488.3, 489.3,824195,falling,-1.4 ,-2.1, -0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=35&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,35,incd,newmexico,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4 ,-1.3, 0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=35&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,35,incd,newmexico,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,40,incd,oklahoma,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,40,incd,oklahoma,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=40&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,40,incd,oklahoma,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448 ,447.7, 448.4,1638110,falling,-0.9 ,-1.6, -0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,8,incd,colorado,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8 ,488.3, 489.3,824195,falling,-1.4 ,-2.1, -0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,8,incd,colorado,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9 ,420.5, 421.3,813914,stable,-0.4 ,-1.3, 0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=08&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,8,incd,colorado,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,39,incd,ohio,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,39,incd,ohio,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,39,incd,ohio,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=23&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,23,incd,maine,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=23&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,23,incd,maine,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=23&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,23,incd,maine,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,28,incd,mississippi,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8 ,488.3, 489.3,824195,falling,-1.4 ,-2.1, -0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,28,incd,mississippi,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9 ,420.5, 421.3,813914,stable,-0.4 ,-1.3, 0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=28&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,28,incd,mississippi,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9 ,-1.6, -0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=49&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,49,incd,utah,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4 ,-2.1, -0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=49&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,49,incd,utah,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9 ,420.5, 421.3,813914,stable,-0.4 ,-1.3, 0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=49&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,49,incd,utah,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=10&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,10,incd,delaware,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=10&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,10,incd,delaware,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=10&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,10,incd,delaware,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=18&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,18,incd,indiana,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=18&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,18,incd,indiana,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,420.9,420.5,421.3,813914.0,stable,-0.4,-1.3,0.6,1,country,1,incidencerates_033.csv,0,2,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=18&areatype=county&cancer=001&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,18,incd,indiana,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,448.0,447.7,448.4,1638110.0,falling,-0.9,-1.6,-0.1,1,country,1,incidencerates_031.csv,0,0,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=05&areatype=county&cancer=001&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,5,incd,arkansas,All Cancer Sites
"US (SEER+NPCR)(1,10)",0.0,***,488.8,488.3,489.3,824195.0,falling,-1.4,-2.1,-0.7,1,country,1,incidencerates_032.csv,0,1,https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=05&areatype=county&cancer=001&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1,,5,incd,arkansas,All Cancer Sites
