------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pov', 'demo': '00007', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_028.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Poverty: Families below poverty
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Families (Below Poverty),Rank within US
"Lampasas County",48281,8.4,484,"1009 of 3141"
"Tom Green County",48451,8.5,2300,"1016 of 3141"
"Rains County",48379,8.5,261,"1033 of 3141"
"Colorado County",48089,8.7,463,"1067 of 3141"
"Hays County",48209,8.7,3839,"1072 of 3141"
"Hood County",48221,8.8,1317,"1107 of 3141"
"Chambers County",48071,9.0,936,"1143 of 3141"
"Lipscomb County",48295,9.0,81,"1145 of 3141"
"Irion County",48235,9.0,43,"1148 of 3141"
"Travis County",48453,9.0,23019,"1156 of 3141"
"Coke County",48081,9.1,88,"1159 of 3141"
"Gaines County",48165,9.2,407,"1181 of 3141"
"Pecos County",48371,9.3,276,"1199 of 3141"
"Washington County",48477,9.3,786,"1211 of 3141"
"Gillespie County",48171,9.4,707,"1225 of 3141"
"Jackson County",48239,9.4,344,"1235 of 3141"
"Austin County",48015,9.4,763,"1236 of 3141"
"San Saba County",48411,9.4,118,"1245 of 3141"
"Ector County",48135,9.5,3438,"1278 of 3141"
"Upshur County",48459,9.5,940,"1281 of 3141"
"Wood County",48499,9.5,1108,"1284 of 3141"
"Lavaca County",48285,9.6,532,"1313 of 3141"
"Menard County",48327,9.6,56,"1320 of 3141"
"Bastrop County",48021,9.7,1839,"1327 of 3141"
"Garza County",48169,9.7,138,"1338 of 3141"
"Wise County",48497,9.9,1606,"1366 of 3141"
"Hardeman County",48197,9.9,99,"1371 of 3141"
"Sterling County",48431,9.9,33,"1371 of 3141"
"Hardin County",48199,9.9,1495,"1373 of 3141"
"Kaufman County",48257,9.9,2800,"1383 of 3141"
"Van Zandt County",48467,9.9,1362,"1391 of 3141"
"Medina County",48325,9.9,1109,"1395 of 3141"
"Baylor County",48023,10.0,97,"1410 of 3141"
"Franklin County",48159,10.0,275,"1416 of 3141"
"Calhoun County",48057,10.0,542,"1418 of 3141"
"Dallam County",48111,10.0,178,"1423 of 3141"
"Tarrant County",48439,10.1,48609,"1437 of 3141"
"Glasscock County",48173,10.1,42,"1440 of 3141"
"Briscoe County",48045,10.1,44,"1445 of 3141"
"Castro County",48069,10.2,181,"1457 of 3141"
"Panola County",48365,10.2,647,"1459 of 3141"
"Fannin County",48147,10.2,871,"1471 of 3141"
"Young County",48503,10.2,536,"1473 of 3141"
"Mills County",48333,10.4,125,"1513 of 3141"
"Lee County",48287,10.5,472,"1519 of 3141"
"Callahan County",48059,10.5,342,"1521 of 3141"
"Orange County",48361,10.5,2394,"1525 of 3141"
"Coryell County",48099,10.5,1709,"1528 of 3141"
"Kerr County",48265,10.5,1441,"1534 of 3141"
"Bandera County",48019,10.6,601,"1543 of 3141"
"Cooke County",48097,10.6,1158,"1547 of 3141"
"Fisher County",48151,10.6,111,"1562 of 3141"
"Galveston County",48167,10.7,8732,"1569 of 3141"
"Burleson County",48051,10.7,491,"1574 of 3141"
"Montague County",48337,10.7,583,"1589 of 3141"
"Andrews County",48003,10.8,447,"1597 of 3141"
"Hockley County",48219,10.8,621,"1607 of 3141"
"Grayson County",48181,10.8,3552,"1615 of 3141"
"Real County",48385,10.8,75,"1616 of 3141"
"Live Oak County",48297,10.8,258,"1624 of 3141"
"Shackelford County",48417,10.9,92,"1628 of 3141"
"Victoria County",48469,10.9,2509,"1642 of 3141"
"Knox County",48275,10.9,107,"1643 of 3141"
"Smith County",48423,11.1,5913,"1691 of 3141"
"Goliad County",48175,11.2,235,"1701 of 3141"
"Crane County",48103,11.2,122,"1705 of 3141"
"Yoakum County",48501,11.2,228,"1712 of 3141"
"Wilbarger County",48487,11.2,372,"1714 of 3141"
"Reagan County",48383,11.3,101,"1728 of 3141"
"Terry County",48445,11.3,338,"1742 of 3141"
"Bell County",48027,11.3,9299,"1749 of 3141"
"Taylor County",48441,11.4,3743,"1771 of 3141"
"Howard County",48227,11.6,856,"1808 of 3141"
"Sherman County",48421,11.6,95,"1811 of 3141"
"Jack County",48237,11.7,254,"1822 of 3141"
"Lubbock County",48303,11.8,8099,"1842 of 3141"
"Atascosa County",48013,11.8,1392,"1846 of 3141"
"Moore County",48341,11.8,604,"1854 of 3141"
"Throckmorton County",48447,11.9,55,"1858 of 3141"
"Anderson County",48001,11.9,1381,"1864 of 3141"
"Donley County",48129,11.9,94,"1867 of 3141"
"Ochiltree County",48357,11.9,328,"1868 of 3141"
"Aransas County",48007,12.0,753,"1888 of 3141"
"Jasper County",48241,12.0,980,"1889 of 3141"
"Hill County",48217,12.0,1075,"1890 of 3141"
"Reeves County",48389,12.1,312,"1897 of 3141"
"Collingsworth County",48087,12.1,97,"1914 of 3141"
"Caldwell County",48055,12.2,1092,"1931 of 3141"
"Camp County",48063,12.2,412,"1934 of 3141"
"Waller County",48473,12.2,1312,"1935 of 3141"
"Morris County",48343,12.2,443,"1941 of 3141"
"Rusk County",48401,12.3,1605,"1949 of 3141"
"Gray County",48179,12.3,643,"1953 of 3141"
"Runnels County",48399,12.3,332,"1954 of 3141"
"Erath County",48143,12.3,1096,"1956 of 3141"
"Bosque County",48035,12.3,641,"1959 of 3141"
"McCulloch County",48307,12.4,268,"1976 of 3141"
"Liberty County",48291,12.4,2348,"1980 of 3141"
"Hutchinson County",48233,12.5,645,"1988 of 3141"
"Tyler County",48457,12.5,654,"1995 of 3141"
"Nueces County",48355,12.5,11020,"2000 of 3141"
"Eastland County",48133,12.6,461,"2004 of 3141"
"DeWitt County",48123,12.6,660,"2008 of 3141"
"Robertson County",48395,12.6,556,"2015 of 3141"
"Hamilton County",48193,12.6,280,"2029 of 3141"
"San Patricio County",48409,12.7,2198,"2041 of 3141"
"Brown County",48049,12.8,1201,"2051 of 3141"
"Nolan County",48353,12.8,487,"2064 of 3141"
"Jones County",48253,12.9,510,"2073 of 3141"
"Bexar County",48029,12.9,54466,"2077 of 3141"
"Red River County",48387,12.9,431,"2090 of 3141"
"Upton County",48461,12.9,112,"2094 of 3141"
"Kent County",48263,13.0,21,"2095 of 3141"
"McLennan County",48309,13.2,7727,"2137 of 3141"
"Henderson County",48213,13.2,2863,"2139 of 3141"
"Lamar County",48277,13.2,1737,"2149 of 3141"
"Wharton County",48481,13.4,1434,"2165 of 3141"
"Harrison County",48203,13.4,2285,"2167 of 3141"
"Madison County",48313,13.4,380,"2179 of 3141"
"Comanche County",48093,13.5,472,"2184 of 3141"
"Gonzales County",48177,13.5,681,"2189 of 3141"
"Cass County",48067,13.5,1112,"2196 of 3141"
"Leon County",48289,13.6,594,"2212 of 3141"
"Freestone County",48161,13.6,726,"2223 of 3141"
"Clay County",48077,13.7,394,"2243 of 3141"
"Palo Pinto County",48363,13.8,994,"2262 of 3141"
"Wheeler County",48483,13.8,214,"2264 of 3141"
"San Jacinto County",48407,13.9,913,"2270 of 3141"
"Grimes County",48185,13.9,867,"2274 of 3141"
"Harris County",48201,13.9,148255,"2279 of 3141"
"Milam County",48331,13.9,870,"2293 of 3141"
"Hunt County",48231,13.9,3060,"2294 of 3141"
"Coleman County",48083,14.0,334,"2305 of 3141"
"Parmer County",48369,14.1,353,"2318 of 3141"
"Floyd County",48153,14.2,245,"2330 of 3141"
"Gregg County",48183,14.2,4330,"2332 of 3141"
"Dickens County",48125,14.2,77,"2335 of 3141"
"Terrell County",48443,14.3,26,"2339 of 3141"
"Brazos County",48041,14.3,6193,"2351 of 3141"
"Limestone County",48293,14.3,811,"2353 of 3141"
"Marion County",48315,14.4,397,"2361 of 3141"
"Dallas County",48113,14.4,85054,"2362 of 3141"
"Bowie County",48037,14.4,3299,"2365 of 3141"
"Refugio County",48391,14.4,268,"2366 of 3141"
"Polk County",48373,14.5,1784,"2378 of 3141"
"Walker County",48471,14.6,1805,"2388 of 3141"
"Hopkins County",48223,14.9,1460,"2419 of 3141"
"Uvalde County",48463,14.9,872,"2424 of 3141"
"Deaf Smith County",48117,14.9,650,"2434 of 3141"
"Wichita County",48485,14.9,4601,"2438 of 3141"
"Haskell County",48207,15.0,215,"2443 of 3141"
"Angelina County",48005,15.0,3360,"2445 of 3141"
"Hale County",48189,15.0,1211,"2447 of 3141"
"Kimble County",48267,15.0,203,"2448 of 3141"
"Cherokee County",48073,15.2,2006,"2474 of 3141"
"Kleberg County",48273,15.3,1043,"2486 of 3141"
"Jefferson County",48245,15.3,9128,"2488 of 3141"
"Delta County",48119,15.3,217,"2496 of 3141"
"Hansford County",48195,15.5,221,"2510 of 3141"
"Dawson County",48115,15.5,458,"2521 of 3141"
"Trinity County",48455,15.6,615,"2532 of 3141"
"Sabine County",48403,15.7,395,"2546 of 3141"
"Navarro County",48349,16.0,2069,"2566 of 3141"
"Karnes County",48255,16.3,477,"2611 of 3141"
"Winkler County",48495,16.4,291,"2618 of 3141"
"Frio County",48163,16.5,557,"2639 of 3141"
"Titus County",48449,16.6,1377,"2640 of 3141"
"Lamb County",48279,16.9,565,"2672 of 3141"
"Matagorda County",48321,16.9,1544,"2673 of 3141"
"San Augustine County",48405,16.9,362,"2679 of 3141"
"Kenedy County",48261,17.0,18,"2685 of 3141"
"Lynn County",48305,17.1,280,"2699 of 3141"
"Nacogdoches County",48347,17.2,2634,"2704 of 3141"
"Bee County",48025,17.2,1054,"2705 of 3141"
"Crockett County",48105,17.2,181,"2707 of 3141"
"Val Verde County",48465,17.4,2004,"2717 of 3141"
"Jim Wells County",48249,17.5,1761,"2727 of 3141"
"Swisher County",48437,17.6,339,"2739 of 3141"
"Childress County",48075,17.9,264,"2763 of 3141"
"Potter County",48375,18.0,5085,"2768 of 3141"
"Bailey County",48017,18.1,307,"2773 of 3141"
"Stephens County",48429,18.4,426,"2794 of 3141"
"Houston County",48225,18.5,1007,"2804 of 3141"
"El Paso County",48141,18.6,36468,"2815 of 3141"
"Crosby County",48107,18.7,275,"2818 of 3141"
"Hall County",48191,19.2,158,"2853 of 3141"
"Falls County",48145,20.4,724,"2910 of 3141"
"Shelby County",48419,20.5,1306,"2921 of 3141"
"Cottle County",48101,20.8,96,"2938 of 3141"
"Cochran County",48079,21.2,152,"2953 of 3141"
"Somervell County",48425,21.3,522,"2960 of 3141"
"Presidio County",48377,22.0,375,"2977 of 3141"
"Maverick County",48323,22.0,2922,"2981 of 3141"
"Jim Hogg County",48247,22.7,257,"2996 of 3141"
"Duval County",48131,22.8,622,"2997 of 3141"
"Dimmit County",48127,23.3,534,"3010 of 3141"
"Culberson County",48109,24.5,124,"3036 of 3141"
"Zapata County",48505,25.5,868,"3053 of 3141"
"Cameron County",48061,27.4,26416,"3080 of 3141"
"Webb County",48479,27.7,16167,"3084 of 3141"
"Hidalgo County",48215,27.8,53026,"3085 of 3141"
"Zavala County",48507,31.8,817,"3109 of 3141"
"Starr County",48427,32.7,4356,"3115 of 3141"
"Hudspeth County",48229,33.6,220,"3121 of 3141"
"Willacy County",48489,34.5,1616,"3124 of 3141"
"Brooks County",48047,36.7,530,"3131 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Poverty: Families below poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
