------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00022', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: Black
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Black),Rank within US
"Concho County",48095,0.8,31,"2194 of 3141"
"Zapata County",48505,0.8,122,"2159 of 3141"
"Kent County",48263,0.9,6,"2120 of 3141"
"Brooks County",48047,0.9,66,"2108 of 3141"
"Crockett County",48105,0.9,35,"2106 of 3141"
"Bandera County",48019,1.0,213,"2039 of 3141"
"Deaf Smith County",48117,1.2,221,"1953 of 3141"
"Comanche County",48093,1.2,161,"1943 of 3141"
"Wise County",48497,1.2,756,"1941 of 3141"
"Archer County",48009,1.2,106,"1934 of 3141"
"Runnels County",48399,1.3,135,"1894 of 3141"
"La Salle County",48283,1.3,100,"1871 of 3141"
"Val Verde County",48465,1.4,664,"1866 of 3141"
"Parker County",48367,1.4,1739,"1852 of 3141"
"Wilson County",48493,1.4,659,"1845 of 3141"
"Bosque County",48035,1.4,256,"1837 of 3141"
"Duval County",48131,1.4,165,"1829 of 3141"
"Callahan County",48059,1.5,201,"1813 of 3141"
"Kerr County",48265,1.5,749,"1810 of 3141"
"Young County",48503,1.5,271,"1802 of 3141"
"Rains County",48379,1.5,172,"1782 of 3141"
"Burnet County",48053,1.5,696,"1774 of 3141"
"Bailey County",48017,1.6,115,"1747 of 3141"
"Parmer County",48369,1.6,161,"1745 of 3141"
"Aransas County",48007,1.6,407,"1742 of 3141"
"Lynn County",48305,1.6,95,"1740 of 3141"
"San Patricio County",48409,1.7,1111,"1733 of 3141"
"Erath County",48143,1.7,690,"1722 of 3141"
"Briscoe County",48045,1.7,27,"1718 of 3141"
"Dallam County",48111,1.8,128,"1695 of 3141"
"Hudspeth County",48229,1.8,67,"1678 of 3141"
"McCulloch County",48307,2.0,161,"1638 of 3141"
"Comal County",48091,2.0,2565,"1634 of 3141"
"Armstrong County",48011,2.0,39,"1625 of 3141"
"Andrews County",48003,2.1,367,"1604 of 3141"
"Hutchinson County",48233,2.2,467,"1592 of 3141"
"Stephens County",48429,2.2,204,"1585 of 3141"
"Foard County",48155,2.2,31,"1582 of 3141"
"Eastland County",48133,2.2,411,"1567 of 3141"
"Palo Pinto County",48363,2.4,681,"1529 of 3141"
"Gaines County",48165,2.4,484,"1522 of 3141"
"Medina County",48325,2.5,1220,"1508 of 3141"
"Cooke County",48097,2.5,982,"1507 of 3141"
"Live Oak County",48297,2.5,304,"1504 of 3141"
"Calhoun County",48057,2.7,580,"1475 of 3141"
"Van Zandt County",48467,2.7,1441,"1468 of 3141"
"Floyd County",48153,2.7,162,"1464 of 3141"
"Coleman County",48083,2.7,231,"1459 of 3141"
"Cochran County",48079,2.8,82,"1448 of 3141"
"Johnson County",48251,2.9,4580,"1434 of 3141"
"Fisher County",48151,2.9,111,"1432 of 3141"
"Randall County",48381,2.9,3756,"1430 of 3141"
"Wheeler County",48483,2.9,162,"1427 of 3141"
"San Saba County",48411,2.9,170,"1425 of 3141"
"Lampasas County",48281,3.0,621,"1404 of 3141"
"Dickens County",48125,3.1,69,"1395 of 3141"
"Haskell County",48207,3.2,183,"1387 of 3141"
"Terrell County",48443,3.2,23,"1379 of 3141"
"Irion County",48235,3.2,51,"1376 of 3141"
"El Paso County",48141,3.4,28711,"1333 of 3141"
"Baylor County",48023,3.4,124,"1330 of 3141"
"Motley County",48345,3.5,39,"1323 of 3141"
"Stonewall County",48433,3.5,38,"1321 of 3141"
"Collingsworth County",48087,3.7,113,"1299 of 3141"
"Hockley County",48219,3.8,874,"1296 of 3141"
"Donley County",48129,3.8,129,"1294 of 3141"
"Winkler County",48495,3.8,293,"1293 of 3141"
"Kleberg County",48273,3.8,1192,"1289 of 3141"
"Hays County",48209,3.8,7364,"1288 of 3141"
"Nueces County",48355,3.8,13604,"1283 of 3141"
"Brown County",48049,4.0,1496,"1263 of 3141"
"Crosby County",48107,4.1,242,"1235 of 3141"
"Frio County",48163,4.1,788,"1232 of 3141"
"Pecos County",48371,4.2,669,"1226 of 3141"
"Moore County",48341,4.3,936,"1221 of 3141"
"Tom Green County",48451,4.3,5051,"1213 of 3141"
"Crane County",48103,4.4,212,"1203 of 3141"
"Ector County",48135,4.4,6858,"1202 of 3141"
"Scurry County",48415,4.5,784,"1194 of 3141"
"Gray County",48179,4.5,1039,"1192 of 3141"
"Garza County",48169,4.6,307,"1187 of 3141"
"Franklin County",48159,4.6,485,"1186 of 3141"
"Jack County",48237,4.6,403,"1185 of 3141"
"Montgomery County",48339,4.6,24861,"1180 of 3141"
"Reeves County",48389,4.9,721,"1156 of 3141"
"Hale County",48189,4.9,1695,"1152 of 3141"
"Nolan County",48353,5.0,754,"1136 of 3141"
"Lamb County",48279,5.1,676,"1135 of 3141"
"Terry County",48445,5.2,657,"1120 of 3141"
"Refugio County",48391,5.3,387,"1106 of 3141"
"Goliad County",48175,5.4,408,"1094 of 3141"
"Ward County",48475,5.4,625,"1092 of 3141"
"Grayson County",48181,5.6,7055,"1081 of 3141"
"Wood County",48499,5.6,2435,"1078 of 3141"
"Hardin County",48199,5.7,3199,"1068 of 3141"
"Swisher County",48437,5.8,440,"1058 of 3141"
"Howard County",48227,5.9,2136,"1054 of 3141"
"Fayette County",48149,6.0,1489,"1044 of 3141"
"Dawson County",48115,6.0,785,"1041 of 3141"
"Knox County",48275,6.0,225,"1040 of 3141"
"Rockwall County",48397,6.0,5449,"1035 of 3141"
"Williamson County",48491,6.2,31408,"1019 of 3141"
"Midland County",48329,6.2,9948,"1018 of 3141"
"Victoria County",48469,6.2,5695,"1017 of 3141"
"Oldham County",48359,6.4,134,"1001 of 3141"
"Fannin County",48147,6.5,2189,"997 of 3141"
"Hill County",48217,6.6,2303,"993 of 3141"
"Caldwell County",48055,6.6,2665,"992 of 3141"
"Hopkins County",48223,6.7,2422,"983 of 3141"
"Lavaca County",48285,6.8,1347,"977 of 3141"
"Gonzales County",48177,6.8,1396,"976 of 3141"
"Upton County",48461,6.8,243,"975 of 3141"
"Henderson County",48213,6.9,5466,"970 of 3141"
"Hardeman County",48197,7.1,285,"954 of 3141"
"Childress County",48075,7.2,512,"940 of 3141"
"Lubbock County",48303,7.3,21687,"939 of 3141"
"Jackson County",48239,7.4,1085,"935 of 3141"
"Leon County",48289,7.4,1263,"931 of 3141"
"Bexar County",48029,7.5,142665,"924 of 3141"
"Sabine County",48403,7.6,794,"919 of 3141"
"Taylor County",48441,7.7,10397,"916 of 3141"
"Guadalupe County",48187,7.7,11675,"912 of 3141"
"Hall County",48191,7.8,241,"911 of 3141"
"Hunt County",48231,7.9,7094,"906 of 3141"
"Delta County",48119,7.9,411,"901 of 3141"
"Chambers County",48071,8.0,3154,"897 of 3141"
"Bastrop County",48021,8.1,6508,"894 of 3141"
"Orange County",48361,8.3,6937,"888 of 3141"
"Travis County",48453,8.3,97298,"887 of 3141"
"Wilbarger County",48487,8.4,1092,"879 of 3141"
"Bee County",48025,8.5,2782,"875 of 3141"
"Hartley County",48205,8.5,495,"873 of 3141"
"Karnes County",48255,8.8,1328,"852 of 3141"
"Milam County",48331,9.0,2192,"842 of 3141"
"Austin County",48015,9.0,2623,"841 of 3141"
"Upshur County",48459,9.0,3661,"837 of 3141"
"Titus County",48449,9.2,2990,"832 of 3141"
"DeWitt County",48123,9.3,1895,"828 of 3141"
"Denton County",48121,9.3,72394,"827 of 3141"
"Ellis County",48139,9.3,15286,"826 of 3141"
"Collin County",48085,9.3,85334,"824 of 3141"
"Trinity County",48455,9.6,1385,"812 of 3141"
"Potter County",48375,9.6,11679,"811 of 3141"
"Liberty County",48291,10.0,7979,"794 of 3141"
"Cottle County",48101,10.2,153,"788 of 3141"
"Matagorda County",48321,10.3,3770,"784 of 3141"
"Wichita County",48485,10.3,13589,"780 of 3141"
"Brazos County",48041,10.4,22234,"776 of 3141"
"Kaufman County",48257,10.5,12061,"771 of 3141"
"Polk County",48373,10.5,4954,"770 of 3141"
"Mitchell County",48335,11.0,964,"758 of 3141"
"Tyler County",48457,11.0,2358,"757 of 3141"
"Lee County",48287,11.0,1853,"755 of 3141"
"San Jacinto County",48407,11.2,3082,"738 of 3141"
"Lamar County",48277,12.4,6139,"699 of 3141"
"Burleson County",48051,12.5,2197,"696 of 3141"
"Galveston County",48167,12.8,41271,"685 of 3141"
"Colorado County",48089,13.1,2737,"676 of 3141"
"Brazoria County",48039,13.2,45827,"670 of 3141"
"Navarro County",48349,13.3,6439,"663 of 3141"
"Cherokee County",48073,13.7,7054,"648 of 3141"
"Wharton County",48481,14.3,5917,"635 of 3141"
"Coryell County",48099,14.4,10923,"630 of 3141"
"McLennan County",48309,14.4,35493,"629 of 3141"
"Jones County",48253,14.7,2931,"620 of 3141"
"Angelina County",48005,14.8,13013,"615 of 3141"
"Grimes County",48185,15.8,4323,"595 of 3141"
"Tarrant County",48439,15.9,315573,"592 of 3141"
"Freestone County",48161,16.2,3187,"585 of 3141"
"Panola County",48365,16.4,3859,"581 of 3141"
"Jasper County",48241,16.8,5937,"573 of 3141"
"Camp County",48063,16.9,2140,"571 of 3141"
"Washington County",48477,17.1,5911,"566 of 3141"
"Rusk County",48401,17.1,9076,"565 of 3141"
"Cass County",48067,17.2,5176,"563 of 3141"
"Madison County",48313,17.4,2437,"559 of 3141"
"Smith County",48423,17.6,39138,"554 of 3141"
"Red River County",48387,17.6,2176,"553 of 3141"
"Nacogdoches County",48347,17.7,11603,"551 of 3141"
"Limestone County",48293,18.1,4240,"543 of 3141"
"Harris County",48201,18.9,857122,"523 of 3141"
"Shelby County",48419,19.1,4904,"516 of 3141"
"Robertson County",48395,19.7,3299,"502 of 3141"
"Gregg County",48183,20.3,25101,"492 of 3141"
"Fort Bend County",48157,20.6,146619,"486 of 3141"
"San Augustine County",48405,20.8,1746,"484 of 3141"
"Anderson County",48001,20.9,12083,"475 of 3141"
"Harrison County",48203,21.3,14192,"468 of 3141"
"Newton County",48351,21.4,3029,"467 of 3141"
"Dallas County",48113,22.4,572491,"450 of 3141"
"Bell County",48027,22.7,76319,"446 of 3141"
"Walker County",48471,22.9,16219,"442 of 3141"
"Marion County",48315,23.7,2402,"432 of 3141"
"Morris County",48343,23.7,2972,"430 of 3141"
"Bowie County",48037,24.4,22812,"415 of 3141"
"Falls County",48145,24.7,4266,"410 of 3141"
"Houston County",48225,25.1,5726,"404 of 3141"
"Waller County",48473,25.3,12241,"402 of 3141"
"Jefferson County",48245,34.0,86455,"256 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Black, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
