------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=39&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Ohio by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Huron County(6)",39077,No,45.5 ,35.5, 57.5,15,35.0
"Fulton County(6)",39051,No,45.2 ,33.7, 59.5,11,35.2
"Erie County(6)",39043,No,45.1 ,37.2, 54.3,26,34.0
"Ottawa County(6)",39123,No,44.9 ,34.1, 58.5,14,32.5
"Sandusky County(6)",39143,No,44.8 ,35.5, 56.1,17,30.9
"Adams County(6)",39001,No,44.8 ,31.3, 62.3,8,39.2
"Williams County(6)",39171,No,44.7 ,33.3, 58.9,11,37.6
"Morrow County(6)",39117,No,44.5 ,32.8, 59.3,10,34.7
"Summit County(6)",39153,No,44.4 ,41.2, 47.9,155,33.2
"Lorain County(6)",39093,No,44.4 ,40.2, 49.1,86,34.2
"Miami County(6)",39109,No,44.3 ,37.2, 52.4,30,34.4
"Wood County(6)",39173,No,44.3 ,37.3, 52.2,31,34.0
"Clermont County(6)",39025,No,44 ,38.7, 49.8,53,33.7
"Fairfield County(6)",39045,No,43.8 ,37.7, 50.7,38,33.2
"Jefferson County(6)",39081,No,43.5 ,34.9, 53.7,20,33.2
"Portage County(6)",39133,No,43.4 ,37.4, 50.1,40,33.7
"Licking County(6)",39089,No,43.3 ,37.7, 49.4,47,32.8
"Highland County(6)",39071,No,43.2 ,32, 57.1,11,35.6
"Athens County(6)",39009,No,43.1 ,32.9, 55.4,13,33.7
"Lake County(6)",39085,No,43 ,38.2, 48.3,66,30.4
"Van Wert County(6)",39161,No,42.7 ,29.5, 59.9,7,32.5
"Medina County(6)",39103,No,42.6 ,37.1, 48.7,46,31.4
"Lawrence County(6)",39087,No,42.5 ,33.5, 53.4,16,33.1
"Delaware County(6)",39041,No,42.5 ,37.2, 48.5,46,32.0
"Mahoning County(6)",39099,Yes,41.7 ,37.1, 46.7,69,33.3
"Vinton County(6)",39163,Yes,41.6 ,23.7, 68.5,3,37.8
"Geauga County(6)",39055,Yes,41.4 ,34.2, 49.8,26,29.2
"Darke County(6)",39037,Yes,40.8 ,31.5, 52.2,14,36.0
"Greene County(6)",39057,Yes,40.8 ,35.2, 47,41,30.6
"Ross County(6)",39141,Yes,40.7 ,32.7, 50.2,19,31.9
"Stark County(6)",39151,Yes,40.7 ,37, 44.6,100,31.9
"Monroe County(6)",39111,Yes,40.5 ,22.6, 67.1,4,39.1
"Hardin County(6)",39065,Yes,40.4 ,27.7, 56.9,7,32.4
"Ashtabula County(6)",39007,Yes,40.4 ,33.3, 48.5,25,31.5
"Allen County(6)",39003,Yes,40.1 ,33, 48.3,24,32.8
"Trumbull County(6)",39155,Yes,40 ,35.2, 45.4,58,33.8
"Hocking County(6)",39073,Yes,39.7 ,28, 55.3,8,34.5
"Seneca County(6)",39147,Yes,39.7 ,30.5, 50.9,14,32.6
"Marion County(6)",39101,Yes,39.5 ,30.8, 50,15,32.8
"Union County(6)",39159,Yes,39.5 ,29.8, 51.3,12,31.7
"Carroll County(6)",39019,Yes,39.4 ,27.3, 55.6,8,35.5
"Meigs County(6)",39105,Yes,39.3 ,25.5, 58.2,6,30.8
"Ashland County(6)",39005,Yes,39.1 ,30, 50.3,14,31.8
"Columbiana County(6)",39029,Yes,38.9 ,32.2, 46.5,27,31.6
"Coshocton County(6)",39031,Yes,38.5 ,28.3, 51.6,10,36.5
"Tuscarawas County(6)",39157,Yes,38.2 ,31.4, 46.2,24,32.5
"Gallia County(6)",39053,Yes,37.6 ,26, 53,7,43.0
"Scioto County(6)",39145,Yes,37.3 ,29.8, 46.3,19,29.0
"Henry County(6)",39069,Yes,37.3 ,25.6, 52.9,7,32.4
"Hancock County(6)",39063,Yes,37.2 ,29.4, 46.3,17,33.6
"Preble County(6)",39135,Yes,37.1 ,26.7, 50.2,10,32.7
"Jackson County(6)",39079,Yes,36.7 ,25.9, 50.7,8,38.1
"Perry County(6)",39127,Yes,36.5 ,26.2, 49.8,9,30.1
"Paulding County(6)",39125,Yes,36.3 ,21.9, 57,4,32.8
"Wyandot County(6)",39175,Yes,35.9 ,23.5, 53.1,6,35.4
"Wayne County(6)",39169,Yes,34.8 ,28.7, 42,24,27.7
"Shelby County(6)",39149,Yes,34.3 ,25.3, 45.6,10,34.2
"Brown County(6)",39015,Yes,34.3 ,24.8, 46.3,9,33.1
"Belmont County(6)",39013,Yes,33 ,25.3, 42.5,14,27.4
"Madison County(6)",39097,Yes,33 ,23.6, 45.2,8,33.3
"Mercer County(6)",39107,Yes,32.1 ,22.2, 44.9,8,27.5
"Harrison County(6)",39067,Yes,31.8 ,17.2, 54.3,3,31.5
"Logan County(6)",39091,Yes,31.4 ,22.6, 42.6,9,24.7
"Defiance County(6)",39039,Yes,29.3 ,19.7, 42,7,24.3
"Guernsey County(6)",39059,Yes,29 ,20.2, 40.7,8,33.0
"Holmes County(6)",39075,Yes,22.8 ,14.7, 33.8,5,29.8
"Noble County(6)",39121,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
