------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Roanoke City",51770,0.5,445,"2420 of 3140"
"Nelson County",51125,0.5,73,"2494 of 3140"
"Covington City",51580,0.5,28,"2503 of 3140"
"Manassas City",51683,0.5,211,"2535 of 3140"
"Chesapeake City",51550,0.5,1243,"2576 of 3140"
"Lancaster County",51103,0.5,58,"2578 of 3140"
"Madison County",51113,0.5,71,"2594 of 3140"
"Richmond City",51760,0.6,1283,"2650 of 3140"
"Roanoke County",51161,0.6,556,"2661 of 3140"
"Isle of Wight County",51093,0.6,218,"2675 of 3140"
"Prince George County",51149,0.6,229,"2681 of 3140"
"Greene County",51079,0.6,118,"2687 of 3140"
"James City County",51095,0.6,457,"2702 of 3140"
"King George County",51099,0.6,164,"2728 of 3140"
"Lexington City",51678,0.7,52,"2813 of 3140"
"Newport News City",51700,0.8,1346,"2835 of 3140"
"Essex County",51057,0.8,84,"2839 of 3140"
"Cumberland County",51049,0.8,79,"2865 of 3140"
"Virginia Beach City",51810,0.8,3706,"2884 of 3140"
"Suffolk City",51800,0.8,733,"2892 of 3140"
"Norfolk City",51710,0.9,2153,"2919 of 3140"
"Lynchburg City",51680,0.9,717,"2930 of 3140"
"Waynesboro City",51820,0.9,199,"2935 of 3140"
"Fredericksburg City",51630,0.9,262,"2943 of 3140"
"Prince William County",51153,1.0,4277,"2946 of 3140"
"Albemarle County",51003,1.0,1050,"2962 of 3140"
"Stafford County",51179,1.0,1444,"2969 of 3140"
"Henrico County",51087,1.1,3504,"2990 of 3140"
"Petersburg City",51730,1.1,357,"2999 of 3140"
"Loudoun County",51107,1.3,4878,"3037 of 3140"
"York County",51199,1.5,967,"3053 of 3140"
"Harrisonburg City",51660,1.5,778,"3058 of 3140"
"Montgomery County",51121,1.5,1476,"3063 of 3140"
"Charlottesville City",51540,1.7,763,"3076 of 3140"
"Fairfax County",51059,1.7,18965,"3079 of 3140"
"Fairfax City",51600,2.1,482,"3101 of 3140"
"Manassas Park City",51685,2.2,354,"3108 of 3140"
"Arlington County",51013,2.3,5122,"3110 of 3140"
"Alexandria City",51510,2.9,4358,"3121 of 3140"
"Williamsburg City",51830,3.6,527,"3130 of 3140"
"Falls Church City",51610,4.8,665,"3136 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:03 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
