------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Accomack County",51001,42260.000000000,"2214 of 3141"
"Richmond City",51760,42356.000000000,"2209 of 3141"
"Harrisonburg City",51660,43009.000000000,"2145 of 3141"
"Cumberland County",51049,43020.000000000,"2142 of 3141"
"Prince Edward County",51147,44147.000000000,"2020 of 3141"
"Pittsylvania County",51143,44356.000000000,"2006 of 3141"
"Bath County",51017,44483.000000000,"1993 of 3141"
"Sussex County",51183,44608.000000000,"1976 of 3141"
"Washington County",51191,44844.000000000,"1944 of 3141"
"Highland County",51091,45094.000000000,"1912 of 3141"
"Alleghany County and Clifton Forge City",51005,46020.000000000,"1809 of 3141"
"Wythe County",51197,46119.000000000,"1799 of 3141"
"Page County",51139,46140.000000000,"1796 of 3141"
"Staunton City",51790,46435.000000000,"1752 of 3141"
"Buckingham County",51029,46610.000000000,"1730 of 3141"
"Bland County",51021,46927.000000000,"1690 of 3141"
"Norfolk City",51710,47137.000000000,"1668 of 3141"
"Richmond County",51159,47341.000000000,"1645 of 3141"
"Floyd County",51063,48396.000000000,"1528 of 3141"
"Portsmouth City",51740,48727.000000000,"1489 of 3141"
"Campbell County",51031,48823.000000000,"1482 of 3141"
"Winchester City",51840,49330.000000000,"1435 of 3141"
"Amherst County",51009,49677.000000000,"1402 of 3141"
"Pulaski County",51155,49691.000000000,"1399 of 3141"
"Giles County",51071,49734.000000000,"1388 of 3141"
"Middlesex County",51119,50483.000000000,"1303 of 3141"
"Essex County",51057,50629.000000000,"1285 of 3141"
"Colonial Heights City",51570,50952.000000000,"1236 of 3141"
"Newport News City",51700,51082.000000000,"1224 of 3141"
"Franklin County",51067,51208.000000000,"1210 of 3141"
"King and Queen County",51097,51495.000000000,"1172 of 3141"
"Lancaster County",51103,51495.000000000,"1172 of 3141"
"Hampton City",51650,52021.000000000,"1117 of 3141"
"Madison County",51113,52287.000000000,"1084 of 3141"
"Montgomery County",51121,53424.000000000,"986 of 3141"
"Craig County",51045,53526.000000000,"979 of 3141"
"Southampton County",51175,53681.000000000,"961 of 3141"
"Nelson County",51125,53834.000000000,"938 of 3141"
"Rockbridge County",51163,53918.000000000,"930 of 3141"
"Shenandoah County",51171,53934.000000000,"928 of 3141"
"Salem City",51775,53990.000000000,"922 of 3141"
"Williamsburg City",51830,54606.000000000,"871 of 3141"
"Dinwiddie County",51053,54640.000000000,"867 of 3141"
"Surry County",51181,54656.000000000,"864 of 3141"
"Charlottesville City",51540,54739.000000000,"855 of 3141"
"Appomattox County",51011,54875.000000000,"850 of 3141"
"Charles City County",51036,55069.000000000,"835 of 3141"
"Westmoreland County",51193,55688.000000000,"791 of 3141"
"Northumberland County",51133,56677.000000000,"715 of 3141"
"Louisa County",51109,56946.000000000,"702 of 3141"
"Fredericksburg City",51630,57258.000000000,"682 of 3141"
"Rockingham County",51165,57651.000000000,"649 of 3141"
"Amelia County",51007,58535.000000000,"599 of 3141"
"Bedford City and County",51917,59405.000000000,"551 of 3141"
"Augusta County",51015,59544.000000000,"540 of 3141"
"Caroline County",51033,60925.000000000,"470 of 3141"
"Roanoke County",51161,62134.000000000,"419 of 3141"
"Rappahannock County",51157,62541.000000000,"398 of 3141"
"Greene County",51079,62952.000000000,"378 of 3141"
"Mathews County",51115,63622.000000000,"356 of 3141"
"Gloucester County",51073,63881.000000000,"350 of 3141"
"Botetourt County",51023,64733.000000000,"331 of 3141"
"Warren County",51187,65353.000000000,"314 of 3141"
"Henrico County",51087,66447.000000000,"283 of 3141"
"Orange County",51137,67196.000000000,"265 of 3141"
"King William County",51101,67423.000000000,"260 of 3141"
"Isle of Wight County",51093,67767.000000000,"253 of 3141"
"Fluvanna County",51065,67964.000000000,"248 of 3141"
"Suffolk City",51800,68089.000000000,"245 of 3141"
"Prince George County",51149,68461.000000000,"239 of 3141"
"Culpeper County",51047,69693.000000000,"222 of 3141"
"Virginia Beach City",51810,70500.000000000,"217 of 3141"
"Frederick County",51069,71037.000000000,"207 of 3141"
"Clarke County",51043,72129.000000000,"192 of 3141"
"Chesapeake City",51550,72214.000000000,"191 of 3141"
"Albemarle County",51003,72265.000000000,"190 of 3141"
"Chesterfield County",51041,76969.000000000,"138 of 3141"
"Manassas City",51683,77551.000000000,"131 of 3141"
"New Kent County",51127,78429.000000000,"123 of 3141"
"Manassas Park City",51685,79131.000000000,"118 of 3141"
"Powhatan County",51145,80441.000000000,"104 of 3141"
"James City County",51095,80772.000000000,"100 of 3141"
"Spotsylvania County",51177,81434.000000000,"93 of 3141"
"King George County",51099,84770.000000000,"73 of 3141"
"Hanover County",51085,84955.000000000,"69 of 3141"
"Goochland County",51075,86652.000000000,"60 of 3141"
"York County",51199,86781.000000000,"59 of 3141"
"Poquoson City",51735,88328.000000000,"58 of 3141"
"Alexandria City",51510,93370.000000000,"31 of 3141"
"Fauquier County",51061,94775.000000000,"27 of 3141"
"Prince William County",51153,101059.000000000,"19 of 3141"
"Stafford County",51179,103005.000000000,"18 of 3141"
"Fairfax City",51600,106870.000000000,"10 of 3141"
"Arlington County",51013,112138.000000000,"5 of 3141"
"Falls Church City",51610,114795.000000000,"4 of 3141"
"Fairfax County",51059,117515.000000000,"2 of 3141"
"Loudoun County",51107,129588.000000000,"1 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:03 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
