------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '51', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=51&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Virginia by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Augusta County",51015,42.3,31486,"871 of 3141"
"Covington City",51580,42.3,2403,"867 of 3141"
"Shenandoah County",51171,42.4,18167,"860 of 3141"
"Dickenson County",51051,42.5,6447,"854 of 3141"
"Smyth County",51173,42.5,13311,"843 of 3141"
"Tazewell County",51185,42.6,18182,"828 of 3141"
"Gloucester County",51073,42.6,15779,"825 of 3141"
"Louisa County",51109,42.7,14848,"818 of 3141"
"Page County",51139,42.9,10158,"777 of 3141"
"Russell County",51167,43.0,11916,"763 of 3141"
"Bland County",51021,43.2,2817,"738 of 3141"
"Charlotte County",51037,43.3,5278,"707 of 3141"
"Lunenburg County",51111,43.6,5388,"677 of 3141"
"Clarke County",51043,43.7,6256,"662 of 3141"
"Washington County",51191,43.8,23871,"641 of 3141"
"Amelia County",51007,43.9,5616,"638 of 3141"
"Essex County",51057,44.0,4874,"626 of 3141"
"Southampton County",51175,44.1,7969,"611 of 3141"
"Buchanan County",51027,44.2,10000,"599 of 3141"
"Floyd County",51063,44.2,6899,"595 of 3141"
"Bedford City and County",51917,44.3,34253,"585 of 3141"
"King and Queen County",51097,44.4,3130,"578 of 3141"
"Craig County",51045,44.4,2280,"573 of 3141"
"Pulaski County",51155,44.4,15259,"570 of 3141"
"Pittsylvania County",51143,44.6,27621,"558 of 3141"
"Madison County",51113,44.6,5848,"552 of 3141"
"James City County",51095,44.6,32596,"547 of 3141"
"Halifax County with South Boston City",51083,44.7,15650,"543 of 3141"
"Scott County",51169,44.7,9962,"542 of 3141"
"Franklin County",51067,45.0,25314,"524 of 3141"
"Accomack County",51001,45.1,14807,"509 of 3141"
"Bath County",51017,45.4,2023,"482 of 3141"
"Botetourt County",51023,45.4,15044,"481 of 3141"
"Carroll County",51035,45.5,13549,"463 of 3141"
"Henry County",51089,45.5,23660,"461 of 3141"
"Alleghany County and Clifton Forge City",51005,45.9,7103,"427 of 3141"
"Grayson County",51077,46.2,7264,"394 of 3141"
"Westmoreland County",51193,46.7,8225,"356 of 3141"
"Goochland County",51075,46.9,10398,"341 of 3141"
"Surry County",51181,47.4,3163,"306 of 3141"
"Mecklenburg County",51117,47.5,14710,"303 of 3141"
"Rockbridge County",51163,48.3,10832,"249 of 3141"
"Patrick County",51141,48.3,8679,"245 of 3141"
"Northampton County",51131,48.5,5815,"241 of 3141"
"Rappahannock County",51157,49.4,3634,"205 of 3141"
"Nelson County",51125,49.5,7362,"196 of 3141"
"Charles City County",51036,49.7,3490,"185 of 3141"
"Mathews County",51115,53.7,4744,"66 of 3141"
"Middlesex County",51119,54.7,5856,"50 of 3141"
"Lancaster County",51103,58.6,6360,"20 of 3141"
"Northumberland County",51133,59.1,7237,"17 of 3141"
"Highland County",51091,68.5,1516,"3 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:03 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
