------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'crowd', 'demo': '00027', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_000.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=crowd&demo=00027&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Crowding: Households with >1 person per room
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Households (with >1 Person Per Room),Rank within US
"Black Hawk County",19013,1.6,836,"1935 of 3141"
"Page County",19145,1.6,102,"1926 of 3141"
"Franklin County",19069,1.6,68,"1911 of 3141"
"Jefferson County",19101,1.6,113,"1866 of 3141"
"Keokuk County",19107,1.7,75,"1831 of 3141"
"Jasper County",19099,1.7,244,"1829 of 3141"
"Floyd County",19067,1.8,123,"1736 of 3141"
"Muscatine County",19139,2.0,325,"1520 of 3141"
"Clayton County",19043,2.0,152,"1508 of 3141"
"Dallas County",19049,2.1,669,"1365 of 3141"
"Johnson County",19103,2.2,1237,"1344 of 3141"
"Appanoose County",19007,2.2,117,"1335 of 3141"
"Boone County",19015,2.2,242,"1302 of 3141"
"Allamakee County",19005,2.4,142,"1152 of 3141"
"Clay County",19041,2.4,173,"1124 of 3141"
"Sioux County",19167,2.5,300,"1042 of 3141"
"Woodbury County",19193,2.5,967,"1035 of 3141"
"Decatur County",19053,2.5,80,"1004 of 3141"
"Osceola County",19143,2.6,69,"935 of 3141"
"Van Buren County",19177,2.7,77,"903 of 3141"
"Polk County",19153,2.7,4856,"901 of 3141"
"Montgomery County",19137,2.7,124,"888 of 3141"
"Emmet County",19063,2.8,115,"832 of 3141"
"Louisa County",19115,2.8,123,"818 of 3141"
"Tama County",19171,3.0,201,"734 of 3141"
"Marshall County",19127,3.0,470,"725 of 3141"
"Clarke County",19039,3.2,123,"640 of 3141"
"Wapello County",19179,3.3,473,"614 of 3141"
"Wayne County",19185,3.5,91,"537 of 3141"
"Crawford County",19047,4.1,263,"356 of 3141"
"Davis County",19051,6.6,214,"124 of 3141"
"Buena Vista County",19021,7.0,527,"107 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Crowding: Households with >1 person per room, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#crowding."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
