------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=19&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Iowa by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Clay County",19041,24.7,4054,"1206 of 3141"
"Jasper County",19099,24.8,9120,"1237 of 3141"
"Palo Alto County",19147,24.9,2267,"1267 of 3141"
"Lee County",19111,25.1,8714,"1335 of 3141"
"Winnebago County",19189,25.1,2651,"1363 of 3141"
"Page County",19145,25.2,3875,"1380 of 3141"
"Fayette County",19065,25.2,5075,"1382 of 3141"
"Boone County",19015,25.2,6652,"1386 of 3141"
"Louisa County",19115,25.2,2834,"1387 of 3141"
"Clarke County",19039,25.6,2372,"1524 of 3141"
"Emmet County",19063,25.7,2481,"1556 of 3141"
"Marshall County",19127,26.3,10625,"1734 of 3141"
"Mahaska County",19123,26.3,5871,"1755 of 3141"
"Marion County",19125,26.7,8852,"1888 of 3141"
"Pottawattamie County",19155,26.8,24969,"1901 of 3141"
"Union County",19175,27.0,3376,"1976 of 3141"
"Muscatine County",19139,27.2,11684,"2027 of 3141"
"Warren County",19181,27.2,13239,"2029 of 3141"
"Henry County",19087,27.4,5442,"2087 of 3141"
"Wapello County",19179,28.1,9935,"2253 of 3141"
"Dubuque County",19061,28.3,27294,"2283 of 3141"
"Scott County",19163,28.3,48516,"2292 of 3141"
"Crawford County",19047,28.5,4882,"2338 of 3141"
"Bremer County",19017,28.8,7123,"2408 of 3141"
"Webster County",19187,28.9,10675,"2421 of 3141"
"Woodbury County",19193,29.2,29883,"2476 of 3141"
"Poweshiek County",19157,29.3,5405,"2503 of 3141"
"Buena Vista County",19021,29.4,5984,"2510 of 3141"
"Dallas County",19049,29.5,23843,"2527 of 3141"
"Linn County",19113,29.8,65605,"2578 of 3141"
"Jefferson County",19101,30.1,5409,"2631 of 3141"
"Winneshiek County",19191,30.1,6202,"2632 of 3141"
"Sioux County",19167,31.0,10747,"2728 of 3141"
"Polk County",19153,31.3,146456,"2766 of 3141"
"Decatur County",19053,31.9,2586,"2812 of 3141"
"Black Hawk County",19013,34.7,46181,"2963 of 3141"
"Johnson County",19103,43.9,63359,"3108 of 3141"
"Story County",19169,50.1,48084,"3132 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
